"","UR1","UTI1","UR3","UTI3","UR6","UTI6","UR7","UTI7","UR14","UTI14","UR17","UTI17","UR43","UTI43","UR54","UTI54","UR56","UTI56","UR57","UTI57","UR66","UTI66","UR68","UTI68","UR86","UTI86"
"14805_sufB_1",883.961970850207,105.957284159307,8.07495467262937,2.74496063298516,840.163797307105,1455.1205364051,1962.4281839348,3049.68997076707,2266.03733166107,209.183793159878,1788.37174977752,133.321660620004,548.680444170356,3782.9129020547,4175.07132058524,913.384652354768,2340.87998817017,339.540669063578,2422.46004241268,229.798671305348,1964.68379943339,523.941689612605,501.821949677331,700.596378008832,2646.63156505714,1084.77349564113
"14806_iscA_1",253.550220478978,15.136754879901,0,0,359.725304019421,365.812425353237,737.343382496421,759.855413591795,796.514991172316,31.6764029642101,759.253497188639,60.2097822154859,227.96675642465,1359.85349289683,1239.65797154534,204.271328002664,936.277834647503,120.075303472706,1121.38323120958,83.5631532019448,724.239586560425,299.395251207203,150.457027148944,251.496135695478,788.173650728725,299.583507769286
"14807_hypothetical_protein",728.437313753129,770.082404514965,0,0,474.161407445734,467.426987951359,643.771887255759,616.098983993347,381.452805377891,116.545256189075,609.505640000783,107.517468241939,489.7384691252,522.414758854188,428.556914573788,156.608018135376,645.197398925408,255.790667481774,898.808228717602,146.235518103403,828.052710141885,74.8488128018007,1249.62919770929,350.298189004416,868.466671315076,381.77970484678
"14808_ydiI_1",238.655876926251,96.4968123593691,0,0,199.418188671169,195.099960188393,103.864359717135,41.0732655995565,151.652082367285,69.9271537134449,255.52719460566,73.1118784045185,306.267125234638,165.387586973939,349.965756258532,103.108384610868,452.750588556278,135.210845927249,287.237464989646,41.7815766009724,542.770976835352,149.697625603601,423.011125932646,89.8200484626707,353.289290579946,148.169460521272
"14813_hypothetical_protein",11.4305427265113,3.78418871997526,0,0,8.20849687024183,8.12916500784972,18.7142990481325,0,17.4878076964076,1.19533596091359,37.9148829901167,0,12.135112509297,2.62519979323713,20.4874387061137,1.94544121907299,18.5401551415347,0.504518081818094,15.9954512494234,41.7815766009724,60.8982496599906,0,16.418921613476,0,12.1524571698261,0
"14816_ydiB_1",54.0352928889625,9.46047179993815,0,0,139.303020415575,20.3229125196243,161.644758028245,0,189.63341470792,38.2507507492348,165.678480292947,0,109.216012583673,47.2535962782683,191.440001024341,21.3998534098029,312.216212583444,35.8207838090847,151.446293744541,20.8907883004862,151.632554522527,0,200.907895379443,44.9100242313354,203.119641267094,35.6904539941749
"14817_aroD_1",332.871259399314,45.4102646397031,0,0,258.084798655545,24.3874950235491,349.957392200078,10.2683163998891,494.030567423515,72.3178256352721,288.025665740046,34.4055898374205,286.330868969364,118.133990695671,305.296422686186,55.4450747435802,401.208957262811,75.1731941908961,268.859712490309,83.5631532019448,233.375171515803,149.697625603601,314.944769131222,26.9460145388012,272.996269993595,133.02805579647
"14818_ydiF_1",36.3699086752632,3.78418871997526,0,0,31.1440028312116,16.2583300156994,20.8196576910474,0,37.4348383501226,15.5393674918766,46.198807004764,25.8041923780654,32.9381625252347,21.001598345897,38.6238598557881,8.75448548582844,50.0584188821437,14.6310243727247,39.1378062485893,0,52.3152748756966,74.8488128018007,158.218699184405,17.9640096925341,24.7389306671461,19.467520360459
"14819_caiA_1",31.1742074359399,5.67628307996289,0,0,39.111073322917,16.2583300156994,12.8660805955911,20.5366327997782,19.4005366632022,7.76968374593832,72.962253821317,25.8041923780654,62.9870125482558,26.2519979323713,48.699649383385,9.72720609536494,60.0701026585725,16.6490966999971,54.4525999980372,41.7815766009724,68.6637982743518,0,127.769062737595,35.9280193850683,28.2110612870964,20.5490492693734
"14821_acrB_1",18.3581443789424,13.2446605199134,0,0,17.3826992546298,4.06458250392486,15.2053679766077,0,12.569361781793,5.37901182411114,11.4700486356656,17.2027949187102,13.001906259961,10.5007991729485,14.7778246404755,2.91816182860948,22.2481861698416,13.1174701272705,13.953478749497,0,17.9833757385207,224.546438405402,12.5380855957453,26.9460145388012,15.6245877897765,6.48917345348635
"14822_etfA_1",23.5538456182657,5.67628307996289,0,0,24.866916989262,8.12916500784972,28.7732347865037,41.0732655995565,27.5979465208933,11.9533596091359,18.4795228019056,8.60139745935512,17.04694376306,13.1259989661856,19.1440001024341,11.6726473144379,29.6642482264555,15.1355424545428,20.7600537492517,0,23.2966458430836,0,21.19533517376,17.9640096925341,25.6069633221337,11.8968179980583
"14823_Electron_transfer_flavoprotein-ubiquinone_oxidoreductase",38.7945692536141,24.5972266798392,13.8427794387932,9.1498687766172,39.59392607999,20.3229125196243,13.3339380717944,0,16.3948197153821,3.58600788274076,43.6499073079495,12.9020961890327,33.5160250256774,21.001598345897,39.9672984594677,20.4271328002664,30.7766575349476,21.6942775181781,36.0748474986997,41.7815766009724,30.6534813724785,149.697625603601,27.7629038191504,35.9280193850683,38.1934368194536,8.65223127131513
"14824_hypothetical_protein",1.38552033048622,0,0,0,2.17283740682872,0,1.6375011667116,0,3.00571694782006,0,2.23028723471275,0,3.17824375243492,2.62519979323713,2.35101755643928,0,3.70803102830694,0.504518081818094,1.0209862499632,0,3.67841776469742,0,5.67199110283718,0,1.73606530997516,2.16305781782878
"14825_fadK_1",28.0567866923459,1.89209435998763,0,0,31.8682819668212,8.12916500784972,29.7089497389104,10.2683163998891,44.5392602267881,10.1603556677655,33.1356960585894,4.30069872967756,27.4484687710289,15.7511987594228,27.5404913754315,5.83632365721896,44.867175442514,23.2078317636323,26.5456424990431,41.7815766009724,25.3402112679155,0,20.2997576312067,17.9640096925341,22.1348327021833,22.7121070872022
"14826_ppsA_1",5535.84648045768,102.173095439332,0,0,4727.85277088076,312.972852802214,7362.20524553533,184.829695198004,8942.55441375519,228.906836514952,11982.0588622632,210.734237754201,10011.7567514202,643.173949343096,11704.3729749075,102.135664001332,7302.96711025052,261.340366381773,10637.6557383666,125.344729802917,5093.38246485102,374.244064009004,4476.69360937612,197.604106617876,5121.39266442673,562.395032635484
"14828_aroG_1",480.775554678717,1067.14121903302,762.967860068152,1370.65034273726,523.170962288648,1349.44139130305,810.56307752224,1129.5148039878,859.088553086024,1249.72374713516,504.682139969284,434.370571697434,724.928506805384,979.199522877448,566.931090752786,1127.3831864528,394.534501411859,943.448812999837,288.939108739585,626.723649014586,519.883044077235,523.941689612605,620.038185294359,494.010266544689,580.713846186692,724.624368972642
"14829_hypothetical_protein",416.69523939373,68.1153969595547,374.908609800649,53.9842257820415,337.514077194061,321.102017810064,410.311006630305,256.707909997228,244.282813759194,25.1020551791853,308.735475776664,262.342622510331,164.690812626173,553.917156373034,215.957755541494,136.180885335109,335.576808061778,318.350909627218,194.327716242995,188.017094704376,345.362556796591,374.244064009004,68.3624190815639,80.8380436164037,587.224091099099,484.524951193647
"14830_hypothetical_protein",175.614701889128,185.425247278788,354.836579614399,258.941286378267,183.484047687759,142.26038763737,548.562890848384,410.732655995565,302.4844237488,150.612331075112,278.467291876991,240.839128861943,244.724768937489,388.529569399095,297.235791064109,224.69846080293,371.544709036356,279.503017327224,361.429132486972,313.361824507293,373.563759659271,299.395251207203,169.264155542562,431.136232620819,350.685192614983,310.39879685843
"14831_ydiV",348.111983034662,41.6260759197279,727.438059508583,103.393517175774,314.819997611628,40.6458250392486,848.459533094708,195.098011597893,577.91739496722,157.784346840594,299.17710191361,116.118865701294,214.098056414025,102.382791936248,378.849686237643,76.844928153383,401.208957262811,112.507532245435,207.260208742529,41.7815766009724,493.31669355442,299.395251207203,232.850161063842,53.8920290776024,255.635616893843,98.4191307112096
"14832_mepS_1",380.671710801088,66.223302599567,495.802216899443,59.4741470480118,341.618325629182,44.7104075431734,553.709323086621,102.683163998891,475.996265736595,105.787232540853,348.24342107729,86.0139745935512,336.315975257659,215.266383045444,336.195510570817,50.5814716958977,381.185589709954,84.7590377454399,355.643543737181,104.453941502431,345.362556796591,74.8488128018007,521.82318146102,170.658092079074,279.506514906001,124.375824525155
"14833_btuD",301.004291798131,179.748964198825,320.921769989356,204.042073718564,354.896776448691,154.454135149145,374.987767176955,195.098011597893,340.739003084692,270.743595146928,300.770164224119,253.741225050976,218.720956417567,220.516782631919,224.690106465411,144.935370820938,318.890668434397,192.221389172694,204.19724999264,146.235518103403,218.252787372047,449.092876810804,280.912822514199,206.586111464143,257.371682203818,268.219169410769
"14835_btuC",265.673523370732,289.490437078107,320.460344008063,264.431207644237,366.968095375517,235.745785227642,305.744860698865,308.049491996674,352.488623880716,239.067192182718,294.079302519981,344.055898374205,314.935062741279,267.770378910187,298.579229667788,261.661843965317,321.857093257043,251.754522827229,267.498397490358,188.017094704376,338.823147437129,374.244064009004,601.828108595776,269.460145388012,408.843380499151,403.410283025068
"14836_ihfA",1214.06218958855,1025.5151431133,1313.67976874148,785.973727911418,857.546496561735,642.204035620127,1589.77970413886,585.29403479368,1407.49527256556,1888.03315026301,1287.19434689136,830.034854827769,1311.74787600496,1690.62866684471,1452.59299022855,740.240383857272,1381.98316425,962.115982027106,1762.22226743648,626.723649014586,1656.9228464537,374.244064009004,1635.92164439725,871.254470087906,971.328540931104,1589.84749610416
"14838_pheS",1652.23299410481,6582.59627839697,1231.77665706195,3964.63814090823,1682.2590056425,4235.2949690897,1145.08117300761,3439.88599396286,1243.00058142122,4169.92949964705,3141.51887632395,5896.25795838794,1367.22267604746,2948.09936780529,1632.2779034707,3429.81286922568,1431.67078002931,5739.39769876264,982.188772464596,3948.35898879189,1305.42959338262,1422.12744323421,7473.59459260678,5829.32114522733,1239.98464764976,3413.30523653382
"14839_rplT",1856.25086276891,4688.60982404935,1966.36681928057,5902.58034779576,1718.95581518005,3958.90335882281,2194.01763465544,5442.20769194123,2657.8735228587,6839.11470036709,2842.34177441034,5031.81751372275,3237.4746587303,5024.63240425586,3118.45685879124,3369.50419143441,3211.89647671947,5258.08744870818,2986.38478114235,3384.30770467876,3946.53354843536,2095.76675845042,2189.98561739019,5119.74276237223,3534.62897110943,5073.45211171741
