"","Row.names","UR1","UR3","UR6","UR7","UR14","UR17","UR43","UR54","UR56","UR57","UR66","UR68","UR86","UTI1","UTI3","UTI6","UTI7","UTI14","UTI17","UTI43","UTI54","UTI56","UTI57","UTI66","UTI68","UTI86"
"18","14907_hypothetical_protein",193.97284626807,153.654851770605,101.39907898534,125.61973236059,147.006883447927,95.9023510926481,137.820206355587,148.114106055674,121.623417728468,99.7163237464057,144.684432078098,225.088489028381,193.571282062231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","14925_yabJ",347.765602952041,267.857782140649,359.966730397958,329.605591985234,205.208493437533,301.407389148323,394.969019052595,420.832142602631,363.757843876911,307.65718998891,308.16966606465,488.388286539033,291.224955748334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","14927_hypothetical_protein",341.184381382231,375.831461763235,211.972360355068,274.632338531345,256.032434555218,105.142112493601,233.745381429078,221.331509956212,157.962121805876,118.434404995731,171.250782600913,125.679381804971,95.0495757211402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","14929_putative_NUDIX_hydrolase",52.6497725584763,76.1352869133626,57.9423308487659,83.2786307641897,69.4047367951177,54.4827310194114,74.2553313068887,69.1870880894987,47.8336002651595,59.5575312478532,58.0372580652259,66.8697898439751,55.1200735917115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","14930_sdaA",1155.87033570813,1353.36240313268,1390.61594037038,1647.79403118807,1568.71099976681,981.007770811506,902.043363191076,1171.81432205952,952.222368069223,1149.63051745856,899.577500011001,868.113164581606,603.28269521637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","14936_manY",1722.54815087699,1925.53061993613,1750.58267076834,1935.0585215769,1493.29482907606,973.361071721063,1074.82425082345,1061.65235655779,1756.494298109,821.213273720399,1341.39634485966,1360.68081298589,2218.69146614826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","14944_kdgR_1",1805.33299062354,2288.44215422316,1491.77359297718,2071.67290462827,1922.0193646333,1319.69281802574,1467.77075112449,1260.81712955329,1431.67078002931,1240.83862245527,1350.79674581388,657.055390386559,1403.17478678743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","14958_pcoC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.771438157452,272.666089543193,227.616620219792,256.707909997228,251.61821977231,193.53144283549,254.644379944001,168.280665449813,208.870485872691,146.235518103403,74.8488128018007,179.640096925341,232.528715416594
"26","14972_zwf",1245.92915718973,1086.65818594527,1324.46511265137,1191.86692062794,1163.48570580162,1512.13474513524,1482.21731363556,1346.46134053787,1397.55689456889,1408.96102494921,1562.51012382647,1925.79024233698,1449.61453382926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","14975_pykA",4429.50849656444,2513.84874608485,3146.9928442236,1701.59764095145,2481.35596392309,3218.30447969049,4323.27829706216,3110.39622716916,2820.69920323309,3225.97622113372,2626.39028399396,2910.62701329803,1950.90339208459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","14981_ruvB",535.157227650301,682.910452313798,478.748508637928,809.627362569833,719.186091514763,353.659832933021,521.80983789977,499.087441266967,434.952039620404,387.634446236028,586.503276926755,569.58731706386,555.540899192053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","14983_hypothetical_protein",24.9393659487519,99.206585978018,6.75993859902268,41.6393153820948,93.7237193729346,6.69086170413824,5.77862500442713,11.4192281312765,13.348911701905,8.16788999970558,10.2178271241595,24.1805936489374,9.11434287736961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","14985_yebC",1428.12508064867,1038.90059688143,1222.58318090896,1048.70253290973,1177.42130255969,2034.34057052013,2603.55949574465,2217.00955572224,2989.41461502106,2180.82662992139,3415.20653797907,1607.56168888306,2105.41320467238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","15010_argS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5120.00733812653,5101.96682984175,2910.2410728102,3059.95828716696,5431.00893841089,3393.2512977156,2512.31620212793,0,4583.54677331739,2924.71036206807,1946.06913284682,2452.08732303091,3458.72945070822
"32","15030_rbsC_1",932.455182417224,467.424519049917,380.005119816489,739.682669877438,376.26111246802,69.1389042760951,72.2328125553392,74.896702155137,240.651213737121,137.833143745032,404.625954116716,59.1081178085137,78.5569552763762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","15031_araG",1508.83163989949,585.549570260953,756.871696712004,804.480930331596,492.117838456721,147.198957491041,77.4335750593236,119.566035727483,321.486290154212,245.377028741155,803.529925043902,74.0344101844011,128.902849265656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","15032_araF",2229.64859183495,525.102766711556,549.245011170593,132.403665765538,520.262278968127,80.2903404496589,41.0282375314326,101.093754926889,317.778259125905,148.723663744639,1124.77840982748,44.1818254326264,100.257771651066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","15034_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252.56646631181,1081.51448939615,833.239413304596,0,1121.8227993174,1247.20263160649,2063.40703748438,1073.88355292829,929.826824790748,1107.21177992577,748.488128018007,2604.78140541745,1680.69592445296
"36","15145_hisH",299.618771467645,177.4182898072,159.09998345557,132.871523241741,222.149807143428,305.549351155646,214.386987664247,508.155651841804,257.708156467332,212.365139992345,250.541121084391,789.899392531956,532.972050162375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","15151_gnd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671.46845182331,5875.1307414659,4844.98234467843,6530.64923032948,7263.45896649142,5805.94328506471,3336.62893720439,3724.54721391523,5490.67028442632,5222.69707512155,1946.06913284682,5209.5628108349,5659.64078034901
"38","15176_wzc",10.0450223960251,1834.86041461204,6.03565946341311,1155.37403748408,2917.184921357,18.1609103398038,11.8461812590756,12.0909474331163,5.93284964529111,13.2728212495216,5.31327010456293,73.1388326418478,6.51024491240687,70.0074913195423,6470.78719882368,16.2583300156994,4969.86513754634,13355.4886912875,4.30069872967756,13.1259989661856,5.83632365721896,8.57680739090761,20.8907883004862,299.395251207203,0,5.40764454457196
"39","15177_wzb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8130379598639,1733.90013316896,0,1591.58904198281,110.568576384507,0,5.25039958647425,1.94544121907299,1.51355424545428,41.7815766009724,74.8488128018007,0,1.08152890891439
"40","15186_hypothetical_protein",106.338685364817,121.355033080087,128.197407002894,150.182249861263,113.943997021906,100.681538024175,111.238531335222,122.588772585762,155.737303188892,84.4015299969577,136.510170378771,58.5110661134783,125.864734973199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","15223_gatD",82.4384596639299,89.2859273802162,35.2482512663326,88.1911342643245,97.5491773065237,27.4006717407566,23.6923625181512,26.8687720735917,31.518263740609,24.5036699991168,63.3505281697888,23.2850161063842,19.0967184097268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","15225_gatB_1",13.1624431396191,21.687021120776,7.24279135609573,15.4392967147093,10.1101388244857,3.50473708312003,3.46717500265628,2.68687720735917,0.741606205661388,5.78558874979146,17.1659495685879,8.35872373049689,3.47213061995033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","15226_PTS_system_galactitol-specific_transporter_subunit_IIA",32.2133476838046,55.6018307458194,15.209861847801,32.0482371199269,17.2145607011512,4.77918693152731,2.88931250221357,2.01515790551938,2.22481861698417,6.80657499975465,22.0705065881845,3.8808360177307,8.24631022238203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","15228_gatY",30.1350671880752,45.6811721480176,20.279815797068,30.644664691317,30.6036634687133,8.92114893885099,4.33396875332035,3.69445616011886,12.2365023934129,8.50821874969332,40.4625954116716,2.08968093262422,12.5864734973199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","15237_rcnR",99.4110837123861,148.117739995087,77.7392938887609,163.75011667116,100.281647259087,72.3250288971133,80.6118188117585,67.1719301839793,86.7679260623824,86.4435024968841,98.0911403919311,100.006158918445,81.1610532413389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","15245_hypothetical_protein",81.0529393334437,225.175878871036,96.3291250360732,288.901991555546,113.124256036137,75.5111535181316,71.0770875544537,45.0051932232662,134.972329430373,78.956269997154,61.3069627449569,34.3304724645408,10.8504081873448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","15257_yehT",248.008139157033,270.857051019054,219.698004468237,218.723370125049,290.734802952777,156.120106429892,190.983556396317,286.488282234672,220.257043081432,140.555773744934,267.707070652979,51.9434974680878,260.409796496275,96.4968123593691,57.6441732926884,109.743727605971,102.683163998891,129.096283778667,129.020961890327,183.763985526599,99.2175021727224,126.129520454524,125.344729802917,74.8488128018007,224.550121156677,173.044625426303
"48","15267_pbpG_1",986.144095223565,1092.19529772078,786.808567650533,899.923855477072,885.866758621148,766.900196279083,591.731200453338,668.360705330594,680.423693694324,705.161169974582,542.770976835352,780.943617106424,864.994540695126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","15278_preT",459.992749721424,203.950283731553,74.3593245892495,180.359057076377,124.873876832161,91.7603890853244,112.683187586329,93.3689829557313,84.913910548229,103.459939996271,114.03095070562,20.2997576312067,121.524571698261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","15279_preA",549.358811037785,280.546996626209,155.961440534595,279.544842031479,183.348733817024,181.92771586014,254.837362695237,189.760702769742,188.367976237993,197.050346242897,180.65118355514,40.3009894148957,222.216359676821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","15290_hypothetical_protein",224.454293538767,179.956132704312,152.581471235083,177.785840957259,150.559094386259,156.438718891994,138.687000106251,115.535719916444,143.871603898309,144.980047494774,139.371161973535,80.004927134756,165.360220775134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","15291_nfo",370.973068487685,336.610253353321,261.464767955056,380.368128153293,377.080853453789,251.066620136235,267.550337704976,247.864422378884,256.59574715884,237.889796241425,256.26310427392,278.823141581575,251.295453618905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","15293_nupX",82.7848397465515,192.183921208579,5987.13276132727,64.5643317160572,144.001166500106,3652.89187799738,2679.83734580308,2758.07945335419,5075.55287154654,5004.19393981962,2011.27709111955,118.216235617027,2070.25788214538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","15302_setB",93.1762422251981,90.6702053240955,55.5280670634006,45.616103929823,61.480573932683,41.1010076111349,48.2515187869666,35.2652633465892,40.7883413113764,38.4571487486138,48.2281440260328,26.5688004290794,45.5717143868481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","15303_Flagellin_N-methylase",12.8160630569975,20.0720301862501,4.10424843512091,10.7607219526762,5.46493990512738,6.37224924203642,3.46717500265628,5.37375441471835,2.22481861698417,6.80657499975465,4.49584393463018,1.79115508510648,6.94426123990066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","15308_mepS_2",1273.63956379946,1500.55729116518,666.095378382271,1552.35110604259,1638.11573656193,1004.58509300704,649.228519247388,1065.68267236883,706.750713995303,763.017057472497,1347.93575421912,700.341638276633,1054.22565948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","15318_rplY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4838.08527848837,9655.85651996413,3812.57838868152,13051.0301442591,14244.2209782268,7156.36268618346,4636.10283485676,4157.40788515897,5930.10553368988,5556.94968792933,3293.34776327923,6287.40339238695,6550.82060129447
"58","15324_ccmH_1",390.716733197113,146.041323079268,155.720014156058,135.678668098961,187.720685741125,327.852223502774,306.556056484859,286.824141885592,259.191368878655,281.451876239855,182.694748979972,661.831803946843,96.3516247036216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","15325_dsbE",72.3934372679049,45.6811721480176,77.2564411316878,28.3053773103004,39.6208143121735,147.198957491041,118.172881340535,106.131649690687,102.341656381272,115.711774995829,61.7156758299233,294.346485652498,30.3811429245654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","15338_ferredoxin-type_protein",432.975103276943,106.589401678708,76.2907356175417,43.0428878107048,32.5163924355079,163.129580596132,164.112950125731,82.9573337772145,109.757718437885,120.816706245645,98.4998534768975,404.801049234064,138.885224798013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","15340_eco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226.07714527198,727.414567741068,670.656113147602,1067.90490558847,388.484187296916,331.153802185172,651.049548722807,511.651040616196,1068.56929729072,480.488130911183,523.941689612605,610.776329546161,350.415366488263
"62","15341_mqo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.216927318305,1562.79758704622,252.004115243341,1283.53954998614,4110.76036958183,516.083847561307,1317.85029620504,532.078173416462,344.08133179994,584.942072413614,673.639315216206,619.758334392428,1096.67031363919
"63","15345_apbE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.008607357823,493.177927059667,260.133280251191,523.684136394345,650.262762736992,283.846116158719,286.146777462847,431.887950634203,268.403619527226,271.580247906321,299.395251207203,242.514130849211,214.142723965049
"64","15348_rcsB",3317.97481143187,2269.52368899015,1692.88176629811,2435.19816363824,2384.89977459759,2348.17384569042,2555.01904570746,2504.50541690967,2286.37193205406,2516.73110615928,2347.23924696192,2327.30750724835,2133.19024963198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","15353_hypothetical_protein",3.46380082621554,10.3820845790949,18.1069783902393,8.42143457165963,7.65091586717833,4.14196200732367,4.91183125376306,5.03789476379845,18.9109582443654,4.42427374984053,3.26970467973104,1.19410339007098,6.94426123990066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","15355_gyrA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8762.28898110271,5923.62504598198,2946.82231534552,4497.52258315144,5185.36739844314,4416.81759537886,4352.58125718715,4527.04171678284,5229.83443612637,4073.70371859481,3817.28945289184,4311.36232620819,5867.29433086057
"67","15356_ubiG",705.922608382728,1410.34851182238,953.634195219271,1691.77263395118,1283.44113671917,663.988371020195,506.78541288826,832.931934281344,610.712710362153,479.863537482703,808.843195148465,818.259348046142,1167.93793728579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","15359_nrdB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5335.70609516512,5270.32441533151,3828.83671869722,7690.96898351695,3458.70460290347,3358.84570787818,2693.45498786129,3042.67006663015,4918.5467796446,3530.54322278217,1422.12744323421,3511.96389489043,2972.04144169675
"69","15362_glpQ",1152.75291496453,2433.3299123492,1005.78229298316,3249.73802970821,5768.79056385246,1048.55361277709,691.123550529485,667.017266726915,1446.50290414254,1746.90747368703,1196.71191278156,343.00619879789,1330.69406009596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","15365_glpB",93.8690023904412,591.317395027116,40.3182052155996,286.796632912631,449.764554191983,34.7287583690985,11.2683187586329,11.4192281312765,42.6423568255298,31.6505737488591,63.7592412547552,8.35872373049689,55.1200735917115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","15366_glpC",119.154748421815,831.028192308885,108.159017584363,596.518282159224,1083.97083018202,119.161060826081,34.6717500265628,26.1970527717519,74.1606205661388,67.7254212475588,98.9085665618639,20.001231783689,120.22252271578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","15367_hypothetical_protein",210.252710151284,187.338948405001,574.111928159855,188.780491648037,193.185625646253,104.823500031499,492.338850377192,249.879580284403,470.919940594982,102.09862499632,194.956141528963,651.68192513124,564.221225741928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","15370_YfaZ_precursor",19.7436647094286,17.3034742984915,75.8078828604687,17.3107266195226,15.0285847391003,46.198807004764,39.2946500301045,91.017965399292,37.8219164887308,50.0283262481967,38.0103169018733,108.066356801424,37.325404164466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","15373_arnB",208.174429655554,203.719570740907,289.711654243829,259.660899292839,118.589195941264,464.218357282353,370.987725284222,304.624703384346,530.990043253554,422.007649984789,535.005428220991,449.579926361726,180.984808564911,41.6260759197279,14.6397900425875,215.422872708017,30.8049491996674,14.9416995114198,124.720263160649,160.137187387465,105.053825829941,100.399098281801,104.453941502431,149.697625603601,107.784058155205,65.9732634437779
"75","15388_putative_acyltransferase",291.652029567349,430.279727555822,269.673264825298,651.491535613113,435.828957433909,337.410597365828,304.244606483089,302.273685827907,304.058544321169,388.995761235978,272.202914587609,208.371041567387,319.002000707936,225.159228838528,296.455748362397,101.614562598121,236.17127719745,476.939048404522,94.6153720529064,162.762387180702,90.4630166868939,115.030122654526,167.12630640389,149.697625603601,53.8920290776024,192.512145786762
"76","15395_nuoK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3600574794681,103.393517175774,166.647882660919,143.756429598448,179.300394137038,64.5104809451634,36.7527971053198,150.771694478157,86.7771100727122,62.6723649014586,74.8488128018007,35.9280193850683,49.750329810062
"77","15405_gltC_1",3092.82775772786,1039.59273585337,1211.96042025335,1163.09368584144,1168.40415171623,1332.43731650981,827.788031884187,718.739652968579,1416.46785281325,1045.8302487123,1207.74716607565,886.621767127706,981.310916463461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","15412_ackA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26459.047530067,22583.7061144466,17380.1547867827,13430.957851055,23655.1009984994,15327.6902725708,14178.7040832737,9593.94337185844,22066.107344478,14163.9544677296,6362.14908815306,11263.4340772189,10968.8661942098
"79","15413_pta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10224.8779213732,10812.3999333285,7673.93176741013,5544.89085594013,8336.87065939182,7023.04102556346,5969.70432982122,5143.74658322898,9811.36313711648,6476.14437315072,5014.87045772065,7077.81981885845,4001.65696298325
"80","15422_hisP",791.824868872873,514.489969141814,295.023034571633,488.209276418157,594.585461677859,230.675422561718,276.218275211617,476.584844655333,491.6849143535,205.218236242603,349.449687646255,512.56888018797,247.823322998955,346.253267877736,314.755485915632,150.38955264522,256.707909997228,683.732169642572,133.321660620004,120.759190488908,73.9267663247735,166.995485081789,83.5631532019448,149.697625603601,89.8200484626707,203.327434875906
"81","15430_cell_division_protein_DedD",393.141393775464,287.468386345606,260.49906244091,206.559075743763,243.463072773425,358.439019864548,284.308350217815,523.605195784119,199.862872425744,377.424583736396,395.225553162489,816.766718808554,477.851976570664,289.490437078107,401.679239293495,219.487455211942,256.707909997228,252.813555733224,554.790136128405,351.776772293775,569.041556578849,314.819283054491,438.70655431021,823.336940819808,781.434421625235,839.266433317568
"82","15431_folC",668.167179376978,740.819412966083,935.527216829032,703.657644209783,813.729551873467,914.417766232226,734.174306812467,1347.80477914155,1093.49835024772,911.400392467148,1123.14355748761,1847.87499613485,1048.14943089751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","15433_yqjA_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.505419717192,360.504829798718,438.974910423885,503.147503594567,679.548493779375,344.055898374205,441.033565263837,249.016476041342,471.724406499918,376.034189408752,74.8488128018007,260.478140541745,328.784788309975
"84","15452_prsF",18.7045244615639,54.4482657925866,14.4855827121915,79.7696996926648,19.4005366632022,5.73502431783278,5.48969375420578,6.04547371655814,41.5299475170377,5.10493124981599,6.94812244442845,9.25430127305013,4.34016327493791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","15453_hypothetical_protein",31.866967601183,26.3012809337071,13.5198771980454,51.6982511204661,25.1387235635859,2.86751215891639,4.33396875332035,3.02273685827907,28.5518389179635,4.42427374984053,2.0435654248319,9.25430127305013,5.64221225741928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","15456_mrpA_2",18.3581443789424,14.7656314013794,24.384064232189,5.3803609763381,4.09870492884554,14.6561732566838,12.135112509297,11.4192281312765,19.2817613471961,14.9744649994602,9.40040095422673,32.2407915319166,10.416391859851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","15460_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7339815597402,48.4943045160712,16.2583300156994,30.8049491996674,62.1574699675066,68.811179674841,23.6267981391341,38.9088243814598,38.8478922999933,62.6723649014586,74.8488128018007,80.8380436164037,75.7070236240074
"88","15515_kdgK_2",100.796604042872,54.2175528019401,133.267360952161,41.6393153820948,61.2073269374267,51.615218860495,123.662575094741,242.826527615085,149.43365044077,44.9233949983807,350.675826901154,60.6007470461025,205.723739232057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","15520_dsdA_2",385.52103195779,193.568199152458,189.761133529708,210.769793029592,251.660482631116,3616.88866977987,781.847963098991,203.195088806538,217.290618258787,3491.43264612415,158.171963881989,439.131521698605,1106.74163510917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
