,HM01_UR,HM01_UTI,HM03_UR,HM03_UTI,HM06_UR,HM06_UTI,HM07_UR,HM07_UTI,HM14_UR,HM14_UTI,HM17_UR,HM17_UTI,HM43_UR,HM43_UTI,HM54_UR,HM54_UTI,HM56_UR,HM56_UTI,HM57_UR,HM57_UTI,HM60_UR,HM60_UTI,HM66_UR,HM66_UTI,HM68_UR,HM68_UTI,HM86_UR,HM86_UTI
b1233,889.0,278.0,2571.0,953.0,2586.0,786.0,1974.0,127.0,2015.0,1407.0,1707.0,163.0,1809.0,808.0,1604.0,672.0,1477.0,1975.0,1519.0,61.0,1034.0,58.0,1271.0,4.0,2327.0,193.0,1221.0,745.0
b4259,1621.0,421.0,1731.0,892.0,2093.0,820.0,1496.0,254.0,1491.0,919.0,1988.0,177.0,1845.0,495.0,1377.0,648.0,1433.0,1549.0,1706.0,141.0,305.0,34.0,868.0,7.0,1650.0,268.0,996.0,410.0
b3005,1301.0,65.0,3722.0,424.0,3625.0,211.0,4459.0,411.0,2500.0,227.0,2936.0,159.0,1369.0,1264.0,2626.0,287.0,2379.0,1072.0,2310.0,66.0,1418.0,27.0,2202.0,6.0,1706.0,96.0,2884.0,695.0
b0387,447.0,63.0,728.0,148.0,609.0,123.0,824.0,74.0,621.0,215.0,421.0,55.0,357.0,144.0,327.0,206.0,325.0,341.0,371.0,22.0,294.0,25.0,397.0,2.0,575.0,59.0,467.0,182.0
b3462,933.0,254.0,1265.0,598.0,1651.0,285.0,1723.0,176.0,1409.0,793.0,1725.0,164.0,1215.0,549.0,1638.0,627.0,1130.0,1245.0,1148.0,83.0,963.0,70.0,888.0,11.0,1883.0,258.0,903.0,464.0
b2308,3757.0,142.0,2867.0,255.0,3766.0,173.0,2184.0,63.0,3436.0,786.0,2717.0,74.0,2553.0,385.0,3930.0,197.0,3459.0,588.0,1633.0,31.0,1222.0,5.0,2644.0,2.0,3989.0,81.0,817.0,231.0
b0837,255.0,6.0,388.0,16.0,342.0,70.0,427.0,11.0,169.0,31.0,217.0,7.0,334.0,82.0,349.0,59.0,147.0,38.0,407.0,8.0,113.0,10.0,244.0,3.0,316.0,11.0,157.0,29.0
b3341,13711.0,16848.0,17216.0,36424.0,27704.0,14033.0,14079.0,5807.0,16702.0,45955.0,21045.0,6808.0,18886.0,22065.0,15412.0,19590.0,16332.0,64180.0,10550.0,3277.0,10285.0,2324.0,11321.0,186.0,14078.0,7823.0,14059.0,20473.0
b3283,4488.0,673.0,7298.0,1407.0,13104.0,1078.0,7564.0,358.0,4933.0,2322.0,6614.0,353.0,2791.0,998.0,7521.0,2263.0,4285.0,3453.0,1114.0,106.0,1947.0,111.0,5348.0,10.0,5827.0,624.0,3968.0,1088.0
b0231,1055.0,121.0,598.0,161.0,406.0,52.0,416.0,25.0,577.0,182.0,356.0,41.0,768.0,120.0,576.0,168.0,268.0,188.0,424.0,22.0,395.0,16.0,463.0,4.0,554.0,70.0,415.0,129.0
b1631,300.0,178.0,300.0,303.0,193.0,197.0,213.0,66.0,187.0,477.0,216.0,50.0,855.0,546.0,455.0,237.0,623.0,560.0,286.0,40.0,480.0,33.0,251.0,2.0,933.0,135.0,219.0,280.0
b0742,6039.0,1047.0,4620.0,1949.0,4672.0,830.0,2524.0,277.0,4389.0,5177.0,5919.0,633.0,7266.0,2843.0,5512.0,1409.0,5462.0,3054.0,6119.0,166.0,3958.0,189.0,5404.0,24.0,7140.0,616.0,4863.0,2018.0
b0317,163.0,2.0,125.0,4.0,193.0,6.0,104.0,0.0,82.0,5.0,65.0,0.0,33.0,6.0,50.0,2.0,40.0,6.0,42.0,6.0,31.0,4.0,20.0,3.0,33.0,1.0,29.0,4.0
b3232,2082.0,311.0,3338.0,532.0,1770.0,306.0,3617.0,193.0,2566.0,883.0,1541.0,71.0,1628.0,604.0,1062.0,432.0,689.0,614.0,1166.0,85.0,595.0,41.0,1221.0,8.0,2317.0,184.0,1483.0,406.0
b3091,35665.0,57.0,16048.0,44.0,21850.0,233.0,7081.0,7.0,11798.0,66.0,4614.0,144.0,6553.0,229.0,11457.0,445.0,9099.0,84.0,8406.0,38.0,4023.0,10.0,10124.0,2.0,307.0,57.0,8566.0,85.0
b3468,1158.0,61.0,2413.0,329.0,1151.0,111.0,4900.0,130.0,2137.0,140.0,1140.0,16.0,1912.0,157.0,1218.0,158.0,1480.0,377.0,1721.0,22.0,903.0,27.0,930.0,0.0,2819.0,38.0,1216.0,115.0
b0054,10528.0,3812.0,18308.0,6085.0,19939.0,4559.0,20567.0,1499.0,17549.0,11520.0,13775.0,1156.0,14745.0,7016.0,13328.0,6923.0,10358.0,10575.0,12833.0,648.0,8435.0,534.0,9668.0,60.0,22410.0,1564.0,10162.0,4760.0
b0949,1844.0,1698.0,2031.0,3371.0,2802.0,1762.0,2241.0,766.0,1980.0,5204.0,3309.0,570.0,5121.0,3244.0,4104.0,2335.0,3745.0,4839.0,2438.0,275.0,2173.0,258.0,2317.0,17.0,5158.0,725.0,1457.0,2345.0
b0291,216.0,10.0,431.0,152.0,187.0,78.0,280.0,10.0,163.0,17.0,362.0,49.0,295.0,86.0,310.0,47.0,569.0,622.0,180.0,17.0,250.0,14.0,309.0,3.0,695.0,20.0,49.0,11.0
b2153,4202.0,457.0,16015.0,1055.0,26582.0,828.0,16308.0,479.0,12305.0,3055.0,18755.0,183.0,11202.0,1935.0,12411.0,948.0,8883.0,1565.0,11921.0,86.0,10540.0,85.0,7972.0,7.0,4058.0,278.0,9988.0,1432.0
b0595,5026.0,181.0,3769.0,559.0,4101.0,641.0,3688.0,679.0,3629.0,95.0,5991.0,186.0,3924.0,4577.0,8626.0,276.0,8865.0,1869.0,7090.0,170.0,3232.0,38.0,6879.0,14.0,1950.0,133.0,3773.0,1105.0
b1226,8969.0,239.0,2588.0,439.0,4571.0,1244.0,743.0,249.0,3922.0,730.0,59.0,3.0,13312.0,194.0,1565.0,482.0,1069.0,873.0,2825.0,40.0,494.0,11.0,892.0,0.0,12164.0,121.0,2136.0,517.0
b3495,18488.0,194.0,36939.0,832.0,21962.0,637.0,43049.0,254.0,31369.0,1867.0,20393.0,77.0,28733.0,2868.0,20301.0,598.0,20671.0,1224.0,25768.0,61.0,12288.0,65.0,14658.0,7.0,15120.0,163.0,17055.0,861.0
b3363,1935.0,1158.0,2086.0,1288.0,2726.0,2237.0,1760.0,707.0,1045.0,593.0,1164.0,221.0,1261.0,830.0,985.0,1165.0,734.0,1601.0,1565.0,200.0,572.0,57.0,759.0,8.0,3582.0,480.0,1039.0,781.0
b1117,425.0,248.0,608.0,273.0,480.0,189.0,823.0,89.0,639.0,401.0,352.0,40.0,404.0,202.0,403.0,302.0,271.0,392.0,281.0,15.0,358.0,30.0,338.0,2.0,882.0,60.0,410.0,211.0
b0735,511.0,233.0,545.0,293.0,280.0,246.0,910.0,121.0,792.0,591.0,346.0,58.0,522.0,244.0,358.0,237.0,525.0,873.0,468.0,52.0,179.0,20.0,569.0,6.0,405.0,110.0,316.0,147.0
b0790,113.0,6.0,544.0,12.0,152.0,9.0,644.0,4.0,207.0,8.0,239.0,0.0,373.0,3.0,176.0,8.0,251.0,12.0,521.0,3.0,104.0,1.0,166.0,1.0,92.0,3.0,24.0,1.0
b0827,2504.0,377.0,2125.0,1498.0,1382.0,301.0,1768.0,127.0,2543.0,970.0,1086.0,67.0,3655.0,709.0,1024.0,304.0,1440.0,1260.0,1664.0,46.0,1266.0,51.0,751.0,5.0,1406.0,134.0,1073.0,455.0
b0951,1819.0,869.0,2026.0,1918.0,2699.0,1293.0,2697.0,413.0,1946.0,3926.0,2559.0,381.0,3639.0,2210.0,2448.0,2041.0,2229.0,4134.0,2740.0,269.0,1519.0,194.0,2537.0,17.0,5973.0,644.0,2140.0,1346.0
b3927,2426.0,58.0,4807.0,74.0,1036.0,205.0,1748.0,26.0,14131.0,76.0,2238.0,12.0,1013.0,179.0,758.0,144.0,2450.0,146.0,5704.0,25.0,4445.0,17.0,2313.0,3.0,392.0,27.0,1021.0,40.0
b3552,592.0,2022.0,202.0,2063.0,613.0,3059.0,149.0,187.0,163.0,1694.0,168.0,224.0,802.0,408.0,218.0,3830.0,379.0,4383.0,303.0,500.0,241.0,489.0,157.0,12.0,1883.0,1264.0,345.0,1052.0
b0191,982.0,187.0,1368.0,512.0,1033.0,281.0,1417.0,125.0,71.0,90.0,996.0,96.0,1172.0,254.0,760.0,354.0,886.0,649.0,1317.0,38.0,563.0,18.0,391.0,4.0,1333.0,100.0,647.0,265.0
b2882,119.0,3.0,238.0,16.0,185.0,9.0,312.0,4.0,208.0,41.0,137.0,5.0,135.0,20.0,92.0,9.0,126.0,40.0,105.0,17.0,119.0,5.0,84.0,3.0,104.0,8.0,54.0,17.0
b3955,1941.0,622.0,3515.0,2105.0,6545.0,1002.0,4330.0,364.0,3309.0,2861.0,6166.0,426.0,4827.0,3419.0,3892.0,1533.0,4577.0,3457.0,2376.0,240.0,2372.0,130.0,3171.0,33.0,5531.0,419.0,2891.0,2120.0
b3414,11468.0,2564.0,17636.0,4931.0,12786.0,2755.0,27946.0,1850.0,25030.0,10514.0,12199.0,1198.0,8655.0,6290.0,11129.0,3201.0,11160.0,6955.0,12239.0,743.0,15867.0,496.0,7846.0,37.0,11782.0,1662.0,9182.0,2436.0
b1713,7343.0,5573.0,13141.0,10288.0,12267.0,6821.0,16402.0,2609.0,13173.0,14312.0,23339.0,2589.0,17740.0,8271.0,18842.0,8068.0,16768.0,25724.0,19379.0,1197.0,15725.0,1030.0,14875.0,53.0,58383.0,4194.0,2329.0,2704.0
b3187,2999.0,533.0,4854.0,1097.0,4070.0,591.0,4696.0,266.0,3170.0,1681.0,2943.0,367.0,3125.0,990.0,2631.0,920.0,2076.0,2142.0,2976.0,172.0,1702.0,85.0,1975.0,11.0,3093.0,438.0,2531.0,880.0
b3075,4230.0,217.0,6944.0,352.0,6987.0,593.0,23320.0,203.0,3076.0,842.0,3290.0,127.0,2658.0,616.0,1756.0,530.0,2406.0,1102.0,2922.0,114.0,2325.0,74.0,1511.0,13.0,5668.0,335.0,3110.0,502.0
b1751,244.0,13.0,251.0,31.0,314.0,41.0,128.0,8.0,156.0,39.0,176.0,3.0,108.0,67.0,186.0,45.0,171.0,41.0,196.0,2.0,87.0,4.0,96.0,1.0,333.0,7.0,93.0,23.0
b0397,1333.0,658.0,1388.0,1454.0,2231.0,951.0,1619.0,287.0,1968.0,1425.0,2412.0,292.0,1721.0,801.0,2234.0,1024.0,1950.0,1941.0,1448.0,141.0,1500.0,138.0,1351.0,10.0,2381.0,383.0,1211.0,916.0
b2226,156.0,12.0,199.0,29.0,210.0,30.0,118.0,8.0,127.0,40.0,161.0,7.0,209.0,70.0,195.0,47.0,305.0,131.0,144.0,8.0,83.0,5.0,163.0,2.0,151.0,17.0,210.0,51.0
b1659,339.0,64.0,1067.0,286.0,470.0,115.0,404.0,44.0,537.0,121.0,447.0,41.0,440.0,110.0,732.0,178.0,319.0,264.0,478.0,19.0,248.0,12.0,320.0,2.0,498.0,66.0,305.0,98.0
b0175,1220.0,806.0,2758.0,2858.0,4816.0,1272.0,4769.0,787.0,3473.0,4803.0,3393.0,458.0,2287.0,2851.0,2795.0,2090.0,2798.0,5762.0,1990.0,245.0,1698.0,364.0,2266.0,13.0,4276.0,597.0,2572.0,2057.0
b3665,738.0,117.0,841.0,398.0,963.0,160.0,817.0,79.0,730.0,361.0,799.0,74.0,369.0,287.0,788.0,350.0,580.0,638.0,373.0,69.0,294.0,27.0,694.0,8.0,475.0,118.0,368.0,211.0
b0839,2017.0,160.0,4804.0,275.0,3043.0,420.0,5162.0,96.0,2730.0,541.0,2513.0,87.0,4086.0,1016.0,2839.0,270.0,2665.0,882.0,4252.0,43.0,1516.0,25.0,2192.0,6.0,3200.0,55.0,971.0,330.0
b1907,218.0,225.0,265.0,147.0,767.0,390.0,347.0,63.0,190.0,398.0,273.0,74.0,338.0,229.0,263.0,527.0,196.0,619.0,178.0,55.0,84.0,29.0,259.0,7.0,790.0,142.0,167.0,350.0
b4196,347.0,15.0,325.0,20.0,188.0,10.0,131.0,4.0,164.0,23.0,105.0,2.0,157.0,14.0,85.0,10.0,249.0,26.0,124.0,2.0,188.0,1.0,185.0,3.0,92.0,5.0,111.0,8.0
b4391,6224.0,2699.0,7621.0,3466.0,7028.0,1712.0,8580.0,994.0,8030.0,5366.0,5822.0,730.0,5328.0,2726.0,6107.0,3003.0,4009.0,5418.0,3965.0,367.0,4926.0,380.0,3430.0,30.0,5564.0,777.0,3675.0,2893.0
b3397,1072.0,173.0,1701.0,363.0,2016.0,238.0,2662.0,224.0,2398.0,1447.0,1244.0,84.0,1919.0,556.0,2132.0,767.0,954.0,768.0,1668.0,78.0,784.0,32.0,990.0,5.0,1564.0,246.0,1175.0,540.0
b1039,31.0,0.0,251.0,1.0,507.0,1.0,256.0,0.0,127.0,12.0,174.0,1.0,66.0,17.0,80.0,2.0,432.0,7.0,70.0,2.0,55.0,0.0,161.0,0.0,82.0,0.0,50.0,5.0
b1858,1000.0,364.0,1958.0,527.0,1562.0,400.0,1256.0,127.0,1702.0,984.0,1168.0,109.0,955.0,511.0,946.0,356.0,856.0,543.0,925.0,40.0,564.0,40.0,844.0,1.0,499.0,158.0,828.0,225.0
b2988,2876.0,140.0,5037.0,439.0,2921.0,216.0,4535.0,154.0,4902.0,1774.0,4777.0,94.0,4488.0,687.0,2793.0,282.0,3466.0,650.0,3699.0,39.0,1900.0,37.0,2524.0,5.0,2741.0,139.0,4065.0,473.0
b0408,5363.0,2486.0,7623.0,6235.0,8896.0,2443.0,8113.0,1413.0,6303.0,7737.0,7211.0,1214.0,6249.0,4754.0,5377.0,3377.0,5086.0,11635.0,4645.0,525.0,4063.0,468.0,4390.0,32.0,8384.0,1049.0,5294.0,4774.0
b3351,428.0,51.0,405.0,135.0,154.0,18.0,505.0,20.0,512.0,267.0,205.0,7.0,287.0,72.0,248.0,64.0,130.0,60.0,222.0,1.0,307.0,20.0,126.0,3.0,197.0,14.0,134.0,50.0
b0053,4136.0,1816.0,5502.0,2737.0,6188.0,1605.0,7213.0,713.0,6756.0,4577.0,6674.0,482.0,8266.0,3127.0,6735.0,2380.0,6149.0,4065.0,5651.0,257.0,4881.0,265.0,4358.0,21.0,13286.0,557.0,3619.0,2105.0
b3518,1308.0,20.0,834.0,17.0,1051.0,116.0,1285.0,22.0,940.0,190.0,580.0,2.0,1314.0,161.0,540.0,42.0,886.0,70.0,779.0,18.0,437.0,8.0,702.0,0.0,567.0,22.0,701.0,36.0
b3465,1195.0,289.0,1789.0,525.0,1379.0,337.0,1739.0,193.0,1257.0,723.0,959.0,100.0,584.0,238.0,905.0,541.0,730.0,1040.0,949.0,63.0,785.0,78.0,860.0,3.0,1355.0,186.0,743.0,487.0
b1586,253.0,88.0,424.0,67.0,333.0,150.0,419.0,20.0,245.0,19.0,243.0,10.0,430.0,104.0,216.0,57.0,270.0,152.0,542.0,6.0,228.0,6.0,244.0,0.0,434.0,10.0,106.0,45.0
b4684,3.0,0.0,9.0,1.0,11.0,0.0,12.0,0.0,5.0,0.0,1.0,3.0,7.0,0.0,3.0,0.0,9.0,6.0,4.0,0.0,6.0,0.0,1.0,0.0,7.0,3.0,5.0,2.0
b0368,100.0,2.0,111.0,7.0,276.0,14.0,74.0,0.0,54.0,5.0,86.0,0.0,123.0,15.0,127.0,23.0,107.0,41.0,83.0,4.0,49.0,4.0,120.0,1.0,128.0,8.0,45.0,11.0
b4097,14.0,0.0,12.0,1.0,16.0,1.0,9.0,0.0,14.0,0.0,17.0,1.0,15.0,11.0,24.0,10.0,5.0,6.0,15.0,1.0,10.0,3.0,8.0,0.0,19.0,0.0,5.0,0.0
b1213,529.0,164.0,624.0,179.0,525.0,322.0,483.0,58.0,351.0,242.0,475.0,63.0,562.0,301.0,477.0,385.0,358.0,574.0,421.0,33.0,209.0,20.0,423.0,2.0,618.0,76.0,369.0,202.0
b4082,3.0,2.0,20.0,4.0,13.0,2.0,29.0,0.0,18.0,1.0,13.0,0.0,7.0,4.0,14.0,6.0,8.0,3.0,10.0,3.0,7.0,9.0,20.0,4.0,6.0,0.0,12.0,5.0
b1236,3768.0,1120.0,6550.0,1569.0,6001.0,534.0,8160.0,475.0,4727.0,3721.0,6440.0,397.0,7632.0,2327.0,6320.0,1304.0,5468.0,3058.0,6319.0,156.0,2052.0,153.0,4741.0,13.0,5798.0,659.0,3287.0,1329.0
b0042,123.0,4.0,103.0,24.0,102.0,34.0,44.0,7.0,68.0,15.0,58.0,3.0,87.0,21.0,74.0,27.0,64.0,71.0,48.0,7.0,37.0,9.0,55.0,1.0,52.0,7.0,50.0,12.0
b3810,851.0,155.0,1445.0,370.0,1111.0,146.0,1587.0,83.0,1335.0,351.0,841.0,53.0,777.0,163.0,1278.0,301.0,878.0,405.0,718.0,26.0,525.0,19.0,1122.0,6.0,912.0,71.0,1523.0,323.0
b3553,2318.0,263.0,2755.0,450.0,4804.0,525.0,3070.0,128.0,2610.0,694.0,3561.0,103.0,5609.0,949.0,3608.0,691.0,2915.0,1113.0,3830.0,65.0,2871.0,49.0,2221.0,5.0,7273.0,198.0,3148.0,594.0
b3637,1754.0,2748.0,5715.0,8393.0,9276.0,2309.0,5274.0,1550.0,5533.0,14249.0,5616.0,1481.0,4922.0,7548.0,4089.0,5393.0,4285.0,17029.0,2788.0,799.0,3763.0,748.0,3577.0,33.0,3827.0,2209.0,3905.0,8522.0
b2389,227.0,15.0,402.0,19.0,204.0,23.0,498.0,8.0,211.0,27.0,256.0,5.0,232.0,23.0,180.0,19.0,199.0,25.0,301.0,7.0,158.0,6.0,237.0,0.0,355.0,9.0,133.0,18.0
b1064,3514.0,386.0,7234.0,1290.0,5774.0,1123.0,11534.0,438.0,5928.0,804.0,4530.0,40.0,8846.0,645.0,6516.0,721.0,6955.0,1441.0,8486.0,65.0,4248.0,42.0,5961.0,9.0,14870.0,295.0,4720.0,367.0
b0907,8251.0,594.0,14832.0,1029.0,12820.0,1069.0,14278.0,353.0,13027.0,2293.0,14427.0,263.0,11834.0,2611.0,5305.0,534.0,7909.0,2312.0,9244.0,118.0,6809.0,52.0,6558.0,10.0,13137.0,344.0,11068.0,1778.0
b0159,1909.0,488.0,2722.0,1299.0,2497.0,485.0,3756.0,338.0,3359.0,1882.0,2039.0,141.0,2471.0,567.0,1659.0,519.0,1641.0,1219.0,1881.0,60.0,1488.0,72.0,1510.0,6.0,2845.0,224.0,1606.0,603.0
b3234,1394.0,137.0,1547.0,206.0,1083.0,83.0,1829.0,54.0,1205.0,368.0,444.0,24.0,866.0,225.0,677.0,108.0,610.0,234.0,766.0,21.0,692.0,21.0,554.0,1.0,1448.0,45.0,525.0,145.0
b0962,1856.0,250.0,2777.0,495.0,2720.0,401.0,3307.0,135.0,2720.0,848.0,2524.0,103.0,2749.0,732.0,2194.0,471.0,2159.0,1009.0,2642.0,62.0,1403.0,49.0,1934.0,6.0,3169.0,186.0,1656.0,510.0
b2330,4129.0,929.0,6530.0,2902.0,6929.0,1390.0,7520.0,787.0,5249.0,2644.0,3407.0,338.0,3389.0,993.0,4426.0,1525.0,3022.0,3554.0,2435.0,191.0,2635.0,187.0,2648.0,17.0,4641.0,616.0,3536.0,1899.0
b0293,466.0,37.0,831.0,180.0,919.0,180.0,477.0,12.0,500.0,35.0,2134.0,331.0,1680.0,328.0,772.0,34.0,4301.0,3110.0,725.0,49.0,1728.0,24.0,2228.0,1.0,1261.0,37.0,155.0,27.0
b2346,1461.0,130.0,2506.0,365.0,1839.0,157.0,1797.0,61.0,1335.0,449.0,1530.0,65.0,1982.0,472.0,1236.0,271.0,1172.0,711.0,1310.0,50.0,443.0,20.0,1510.0,0.0,1299.0,164.0,1136.0,399.0
b2200,361.0,19.0,276.0,55.0,408.0,59.0,187.0,34.0,231.0,49.0,507.0,22.0,464.0,46.0,320.0,51.0,243.0,175.0,266.0,6.0,139.0,8.0,133.0,0.0,896.0,24.0,178.0,89.0
b1462,73.0,2.0,198.0,5.0,60.0,6.0,278.0,3.0,312.0,26.0,94.0,0.0,155.0,9.0,107.0,2.0,143.0,6.0,158.0,0.0,95.0,3.0,62.0,0.0,30.0,1.0,29.0,5.0
b0677,4102.0,492.0,23327.0,1133.0,14013.0,871.0,19614.0,846.0,20553.0,2828.0,8285.0,239.0,3952.0,4518.0,18627.0,1787.0,9654.0,3859.0,8497.0,186.0,9265.0,103.0,12712.0,37.0,1912.0,529.0,6761.0,1232.0
b1435,1468.0,269.0,2046.0,989.0,3488.0,525.0,1284.0,123.0,1615.0,1749.0,1107.0,232.0,1013.0,1165.0,814.0,602.0,455.0,1501.0,512.0,92.0,288.0,52.0,651.0,9.0,1387.0,290.0,749.0,1443.0
b3251,3299.0,1600.0,6235.0,2829.0,6712.0,1303.0,6381.0,611.0,5282.0,2634.0,3216.0,556.0,3200.0,1708.0,3446.0,2109.0,2294.0,3717.0,2313.0,204.0,2005.0,222.0,2612.0,14.0,4674.0,706.0,3204.0,2304.0
b0912,4776.0,434.0,3610.0,361.0,4763.0,537.0,7124.0,247.0,6026.0,1422.0,3016.0,215.0,3765.0,884.0,3419.0,488.0,2859.0,1569.0,3831.0,79.0,2290.0,69.0,2500.0,6.0,2227.0,259.0,2119.0,626.0
b3388,8078.0,2117.0,10699.0,5361.0,14462.0,2677.0,12428.0,1079.0,15664.0,12876.0,10673.0,1053.0,13320.0,5573.0,11227.0,5128.0,11435.0,12261.0,7142.0,521.0,6507.0,432.0,8639.0,47.0,9211.0,1314.0,6988.0,4491.0
b3919,7196.0,1199.0,8970.0,1995.0,9894.0,957.0,9844.0,385.0,9199.0,3889.0,8165.0,424.0,11368.0,2307.0,5218.0,1111.0,5439.0,2630.0,10639.0,193.0,5337.0,169.0,4480.0,10.0,12908.0,671.0,4461.0,1607.0
b1599,31.0,56.0,96.0,17.0,104.0,37.0,207.0,12.0,244.0,11.0,241.0,4.0,69.0,24.0,19.0,60.0,64.0,48.0,56.0,12.0,15.0,3.0,104.0,2.0,261.0,8.0,37.0,9.0
b1633,248.0,74.0,294.0,239.0,316.0,172.0,272.0,83.0,208.0,490.0,332.0,54.0,618.0,430.0,339.0,283.0,578.0,568.0,560.0,42.0,346.0,15.0,494.0,6.0,642.0,68.0,574.0,353.0
b1037,111.0,1.0,381.0,11.0,604.0,4.0,438.0,2.0,288.0,35.0,301.0,5.0,240.0,31.0,229.0,5.0,476.0,31.0,185.0,7.0,98.0,0.0,282.0,1.0,108.0,4.0,10265.0,1580.0
b3081,496.0,9.0,343.0,22.0,161.0,27.0,114.0,7.0,287.0,20.0,148.0,3.0,251.0,33.0,545.0,17.0,150.0,43.0,315.0,21.0,384.0,13.0,300.0,5.0,119.0,9.0,183.0,17.0
b4013,9529.0,13.0,21055.0,107.0,27891.0,330.0,12948.0,24.0,50751.0,2722.0,91423.0,61.0,49910.0,454.0,30459.0,45.0,38346.0,185.0,81385.0,29.0,18171.0,20.0,14914.0,6.0,294.0,58.0,8364.0,739.0
b2208,1250.0,14.0,462.0,50.0,316.0,28.0,184.0,16.0,119.0,78.0,512.0,21.0,568.0,27.0,247.0,47.0,296.0,107.0,355.0,11.0,94.0,9.0,241.0,4.0,1356.0,13.0,320.0,55.0
b1442,40.0,0.0,206.0,6.0,35.0,2.0,269.0,2.0,10.0,2.0,44.0,0.0,50.0,2.0,45.0,1.0,37.0,1.0,53.0,0.0,27.0,0.0,80.0,0.0,50.0,1.0,13.0,1.0
b0959,514.0,46.0,1382.0,82.0,847.0,117.0,1609.0,40.0,1229.0,178.0,546.0,15.0,578.0,138.0,813.0,101.0,793.0,148.0,867.0,18.0,635.0,18.0,666.0,0.0,615.0,31.0,817.0,79.0
b1712,3505.0,542.0,5694.0,859.0,3552.0,450.0,6796.0,161.0,5151.0,3159.0,4040.0,193.0,4540.0,1905.0,4325.0,761.0,3727.0,1907.0,5178.0,105.0,3531.0,107.0,4054.0,5.0,5480.0,320.0,2238.0,1470.0
b2933,74.0,4.0,216.0,15.0,219.0,7.0,166.0,6.0,95.0,19.0,58.0,8.0,38.0,24.0,86.0,19.0,108.0,30.0,53.0,17.0,54.0,8.0,101.0,3.0,43.0,7.0,32.0,11.0
b0028,1102.0,469.0,960.0,410.0,800.0,406.0,701.0,145.0,715.0,453.0,843.0,61.0,924.0,378.0,1081.0,392.0,1056.0,984.0,878.0,34.0,721.0,44.0,638.0,2.0,954.0,110.0,711.0,233.0
b3569,1781.0,19.0,8097.0,75.0,7536.0,69.0,10529.0,30.0,7324.0,265.0,1096.0,16.0,574.0,126.0,942.0,89.0,1492.0,208.0,801.0,22.0,1074.0,11.0,1976.0,2.0,375.0,25.0,710.0,103.0
b0104,3042.0,256.0,5806.0,597.0,3482.0,321.0,5505.0,219.0,4750.0,1228.0,3109.0,114.0,3073.0,550.0,2424.0,376.0,2230.0,1118.0,2404.0,63.0,1481.0,65.0,1804.0,9.0,2550.0,208.0,1939.0,559.0
b1200,3612.0,91.0,2219.0,94.0,1332.0,245.0,1526.0,36.0,2059.0,280.0,1015.0,25.0,834.0,1015.0,873.0,32.0,955.0,302.0,862.0,15.0,1215.0,15.0,2106.0,3.0,1672.0,49.0,876.0,154.0
b2725,50.0,2.0,418.0,91.0,153.0,29.0,182.0,4.0,191.0,176.0,2950.0,5.0,231.0,5.0,36.0,6.0,399.0,12.0,179.0,1.0,93.0,1.0,627.0,0.0,11.0,23.0,1723.0,2.0
b4222,1895.0,150.0,2562.0,404.0,1977.0,129.0,2485.0,65.0,2700.0,787.0,1482.0,81.0,1536.0,477.0,1698.0,393.0,1747.0,856.0,1423.0,52.0,936.0,33.0,1559.0,2.0,1431.0,148.0,1309.0,419.0
b4079,1027.0,81.0,2919.0,300.0,1325.0,89.0,686.0,42.0,918.0,1034.0,6753.0,39.0,2490.0,79.0,576.0,90.0,811.0,149.0,867.0,22.0,326.0,14.0,956.0,1.0,512.0,171.0,2214.0,58.0
b1379,177.0,147.0,216.0,420.0,237.0,99.0,430.0,170.0,410.0,3605.0,390.0,56.0,629.0,337.0,189.0,48.0,236.0,607.0,366.0,12.0,146.0,15.0,221.0,1.0,3416.0,62.0,272.0,86.0
b3085,514.0,90.0,582.0,199.0,418.0,94.0,605.0,57.0,441.0,366.0,332.0,50.0,298.0,119.0,317.0,160.0,197.0,285.0,369.0,26.0,164.0,18.0,250.0,1.0,314.0,85.0,264.0,192.0
b3944,62.0,7.0,54.0,10.0,45.0,23.0,14.0,1.0,22.0,11.0,21.0,2.0,40.0,22.0,47.0,23.0,37.0,30.0,40.0,19.0,19.0,6.0,43.0,4.0,57.0,6.0,35.0,17.0
b4113,760.0,106.0,834.0,93.0,909.0,239.0,934.0,29.0,725.0,241.0,665.0,72.0,817.0,238.0,707.0,367.0,669.0,431.0,754.0,36.0,469.0,22.0,596.0,6.0,1130.0,104.0,424.0,81.0
b2158,648.0,114.0,780.0,202.0,632.0,131.0,760.0,41.0,551.0,249.0,491.0,20.0,480.0,185.0,344.0,243.0,388.0,372.0,426.0,33.0,231.0,24.0,341.0,1.0,268.0,80.0,381.0,102.0
b3807,852.0,293.0,1344.0,549.0,2132.0,357.0,948.0,135.0,614.0,727.0,1588.0,219.0,1188.0,509.0,977.0,468.0,710.0,1229.0,1140.0,149.0,403.0,59.0,883.0,10.0,1401.0,394.0,830.0,934.0
b1741,708.0,94.0,831.0,111.0,764.0,122.0,862.0,17.0,833.0,164.0,659.0,27.0,759.0,181.0,532.0,90.0,275.0,95.0,571.0,15.0,600.0,21.0,608.0,3.0,844.0,58.0,542.0,77.0
