,regulator,regulated_name,regulated_bnum,regulator_function,conformation
2656,arcA,glpD,b3426,repressor,ArcA-Phosphorylated
2657,arcA,appA,b0980,activator,ArcA-Phosphorylated
2658,arcA,caiD,b0036,activator,ArcA-Phosphorylated
2659,arcA,cydD,b0887,activator,ArcA-Phosphorylated
2660,arcA,hybC,b2994,repressor,ArcA-Phosphorylated
2661,arcA,nuoE,b2285,repressor,ArcA-Phosphorylated
2662,arcA,rplC,b3320,repressor,ArcA-Phosphorylated
2663,arcA,fadJ,b2341,repressor,ArcA-Phosphorylated
2664,arcA,cyoE,b0428,repressor,ArcA-Phosphorylated
2665,arcA,cyoA,b0432,repressor,ArcA-Phosphorylated
2666,arcA,gltA,b0720,repressor,ArcA-Phosphorylated
2667,arcA,ndh,b1109,repressor,ArcA-Phosphorylated
2668,arcA,sodA,b3908,repressor,ArcA-Phosphorylated
2669,arcA,caiE,b0035,activator,ArcA-Phosphorylated
2670,arcA,hyaF,b0977,activator,ArcA-Phosphorylated
2671,arcA,nuoN,b2276,repressor,ArcA-Phosphorylated
2672,arcA,nuoM,b2277,repressor,ArcA-Phosphorylated
2673,arcA,rpsJ,b3321,repressor,ArcA-Phosphorylated
2674,arcA,ubiA,b4040,repressor,ArcA-Phosphorylated
2675,arcA,pflB,b0903,activator,ArcA-Phosphorylated
2676,arcA,sdhD,b0722,activator,ArcA-Phosphorylated
2677,arcA,sucB,b0727,activator,ArcA-Phosphorylated
2678,arcA,sucD,b0729,activator,ArcA-Phosphorylated
2679,arcA,aldA,b1415,repressor,ArcA-Phosphorylated
2680,arcA,lldD,b3605,repressor,ArcA-Phosphorylated
2681,fabR,fabB,b2323,repressor,FabR
2682,fabR,fabA,b0954,repressor,FabR
2683,nhaR,pgaA,b1024,activator,NhaR-Na<SUP>+</SUP>
2684,nhaR,pgaB,b1023,activator,NhaR-Na<SUP>+</SUP>
2685,nhaR,pgaC,b1022,activator,NhaR-Na<SUP>+</SUP>
2686,nhaR,nhaA,b0019,unknown,NhaR-Na<SUP>+</SUP>
2687,nhaR,nhaR,b0020,activator,NhaR-Na<SUP>+</SUP>
2688,nhaR,pgaD,b1021,activator,NhaR-Na<SUP>+</SUP>
2689,nhaR,osmC,b1482,activator,NhaR-Na<SUP>+</SUP>
2690,nhaR,nhaR,b0020,unknown,NhaR-Na<SUP>+</SUP>
2691,nhaR,nhaA,b0019,activator,NhaR-Na<SUP>+</SUP>
2692,lrp,gabD,b2661,activator,Lrp-Leucine
2693,lrp,rrlE,b4009,repressor,Lrp-Leucine
2694,lrp,rrfG,b2588,repressor,Lrp-Leucine
2695,lrp,rrlG,b2589,repressor,Lrp-Leucine
2696,lrp,rrfF,b3272,repressor,Lrp-Leucine
2697,lrp,rrlD,b3275,repressor,Lrp-Leucine
2698,lrp,gcvP,b2903,activator,Lrp
2699,lrp,livM,b3456,repressor,Lrp
2700,lrp,aidB,b4187,repressor,Lrp
2701,lrp,dadX,b1190,repressor,Lrp
2702,lrp,aroA,b0908,activator,Lrp
2703,lrp,stpA,b2669,activator,Lrp
2704,lrp,fimA,b4314,activator,Lrp
2705,lrp,ilvX,ECK120048853,repressor,Lrp-Leucine
2706,lrp,ilvM,b3769,repressor,Lrp-Leucine
2707,lrp,ilvM,b3769,repressor,Lrp
2708,lrp,micF,ECK120002505,repressor,Lrp-Leucine
2709,lrp,alaT,b3853,repressor,Lrp-Leucine
2710,lrp,rrfB,b3971,repressor,Lrp-Leucine
2711,lrp,gltT,b3969,repressor,Lrp-Leucine
2712,lrp,rrsH,b0201,repressor,Lrp-Leucine
2713,lrp,thrV,b3273,repressor,Lrp-Leucine
2714,lrp,lysP,b2156,activator,Lrp
2715,lrp,livJ,b3460,repressor,Lrp-Leucine
2716,lrp,livF,b3454,repressor,Lrp
2717,lrp,ilvH,b0078,repressor,Lrp
2718,lrp,oppA,b1243,repressor,Lrp
2719,lrp,oppF,b1247,repressor,Lrp
2720,lrp,yhiD,b3508,repressor,Lrp-Leucine
2721,lrp,cadA,b4131,activator,Lrp
2722,lrp,ompC,b2215,repressor,Lrp
2723,lrp,ilvG_1,ECK120004461,repressor,Lrp-Leucine
2724,lrp,ilvL,b3766,repressor,Lrp-Leucine
2725,lrp,yojI,b2211,activator,Lrp-Leucine
2726,lrp,argO,b2923,activator,Lrp-Leucine
2727,lrp,rrfE,b4010,repressor,Lrp-Leucine
2728,lrp,rrsE,b4007,repressor,Lrp-Leucine
2729,lrp,rrfD,b3274,repressor,Lrp-Leucine
2730,lrp,ileU,b3277,repressor,Lrp-Leucine
2731,lrp,adhE,b1241,repressor,Lrp
2732,lrp,ompC,b2215,repressor,Lrp-Leucine
2733,lrp,fimI,b4315,activator,Lrp
2734,lrp,ilvX,ECK120048853,repressor,Lrp
2735,lrp,ilvG_2,ECK120000491,repressor,Lrp
2736,lrp,ilvL,b3766,repressor,Lrp
2737,lrp,lhgO,b2660,activator,Lrp-Leucine
2738,lrp,leuE,b1798,repressor,Lrp-Leucine
2739,lrp,avtA,b3572,repressor,Lrp-Leucine
2740,lrp,osmC,b1482,repressor,Lrp
2741,lrp,rrlB,b3970,repressor,Lrp-Leucine
2742,lrp,rrfC,b3759,repressor,Lrp-Leucine
2743,lrp,rrlC,b3758,repressor,Lrp-Leucine
2744,lrp,rrsC,b3756,repressor,Lrp-Leucine
2745,lrp,gltB,b3212,activator,Lrp
2746,lrp,gltF,b3214,activator,Lrp
2747,lrp,oppC,b1245,repressor,Lrp
2748,lrp,serA,b2913,activator,Lrp
2749,lrp,hdeA,b3510,repressor,Lrp-Leucine
2750,lrp,yeiL,b2163,activator,Lrp-Leucine
2751,lrp,alaA,b2290,repressor,Lrp-Leucine
2752,lrp,serA,b2913,repressor,Lrp-Leucine
2753,lrp,rrsG,b2591,repressor,Lrp-Leucine
2754,lrp,lysU,b4129,repressor,Lrp
2755,lrp,ilvA,b3772,repressor,Lrp-Leucine
2756,lrp,ilvD,b3771,repressor,Lrp
2757,lrp,ilvE,b3770,repressor,Lrp
2758,lrp,ilvG_2,ECK120000491,repressor,Lrp-Leucine
2759,lrp,cadB,b4132,activator,Lrp
2760,lrp,fimF,b4318,activator,Lrp
2761,lrp,fimC,b4316,activator,Lrp
2762,lrp,rrfA,b3855,repressor,Lrp-Leucine
2763,lrp,rrlA,b3854,repressor,Lrp-Leucine
2764,lrp,gltV,b4008,repressor,Lrp-Leucine
2765,lrp,rrfH,b0205,repressor,Lrp-Leucine
2766,lrp,alaU,b3276,repressor,Lrp-Leucine
2767,lrp,rrsD,b3278,repressor,Lrp-Leucine
2768,lrp,gltD,b3213,activator,Lrp
2769,lrp,gltD,b3213,activator,Lrp-Leucine
2770,lrp,gltF,b3214,activator,Lrp-Leucine
2771,lrp,tdh,b3616,activator,Lrp
2772,lrp,serC,b0907,activator,Lrp
2773,lrp,fimD,b4317,activator,Lrp
2774,lrp,fimH,b4320,activator,Lrp
2775,lrp,fimG,b4319,activator,Lrp
2776,lrp,ilvG_1,ECK120004461,repressor,Lrp
2777,lrp,gabP,b2663,activator,Lrp-Leucine
2778,lrp,fau,b2912,repressor,Lrp
2779,lrp,ssrS,b2911,repressor,Lrp
2780,lrp,micF,ECK120002505,repressor,Lrp
2781,lrp,ileT,b3852,repressor,Lrp-Leucine
2782,lrp,ileV,b0202,repressor,Lrp-Leucine
2783,lrp,gcvH,b2904,activator,Lrp
2784,lrp,livK,b3458,repressor,Lrp
2785,lrp,dadA,b1189,repressor,Lrp
2786,lrp,fimE,b4313,activator,Lrp
2787,lrp,gabT,b2662,activator,Lrp-Leucine
2788,lrp,csiD,b2659,activator,Lrp-Leucine
2789,lrp,osmC,b1482,activator,Lrp
2790,lrp,osmY,b4376,repressor,Lrp
2791,lrp,rrsB,b3968,repressor,Lrp-Leucine
2792,lrp,gltU,b3757,repressor,Lrp-Leucine
2793,lrp,gcvT,b2905,activator,Lrp
2794,lrp,lrp,b0889,repressor,Lrp
2795,lrp,lrp,b0889,repressor,Lrp-Leucine
2796,lrp,ilvI,b0077,activator,Lrp
2797,lrp,ilvH,b0078,activator,Lrp
2798,lrp,malT,b3418,activator,Lrp
2799,lrp,oppB,b1244,repressor,Lrp
2800,lrp,ilvD,b3771,repressor,Lrp-Leucine
2801,lrp,rrsA,b3851,repressor,Lrp-Leucine
2802,lrp,gltW,b2590,repressor,Lrp-Leucine
2803,lrp,rrlH,b0204,repressor,Lrp-Leucine
2804,lrp,alaV,b0203,repressor,Lrp-Leucine
2805,lrp,gltB,b3212,activator,Lrp-Leucine
2806,lrp,livG,b3455,repressor,Lrp
2807,lrp,livH,b3457,repressor,Lrp
2808,lrp,ilvI,b0077,repressor,Lrp
2809,lrp,oppD,b1246,repressor,Lrp
2810,lrp,sdaA,b1814,repressor,Lrp
2811,lrp,kbl,b3617,activator,Lrp
2812,lrp,hdeB,b3509,repressor,Lrp-Leucine
2813,lrp,ilvA,b3772,repressor,Lrp
2814,lrp,ilvE,b3770,repressor,Lrp-Leucine
2815,hyfR,hyfH,b2488,activator,HyfR
2816,hyfR,hyfC,b2483,activator,HyfR
2817,hyfR,hyfG,b2487,activator,HyfR
2818,hyfR,hyfE,b2485,activator,HyfR
2819,hyfR,hyfF,b2486,activator,HyfR
2820,hyfR,hyfI,b2489,activator,HyfR
2821,hyfR,hyfJ,b2490,activator,HyfR
2822,hyfR,hyfD,b2484,activator,HyfR
2823,hyfR,hyfR,b2491,activator,HyfR
2824,hyfR,hyfB,b2482,activator,HyfR
2825,hyfR,hyfA,b2481,activator,HyfR
2826,hyfR,focB,b2492,activator,HyfR
2827,fhlA,hyfR,b2491,activator,FhlA-Formate
2828,fhlA,hypB,b2727,activator,FhlA-Formate
2829,fhlA,hyfC,b2483,activator,FhlA-Formate
2830,fhlA,hyfB,b2482,activator,FhlA-Formate
2831,fhlA,fdhF,b4079,activator,FhlA-Formate
2832,fhlA,hyfE,b2485,activator,FhlA-Formate
2833,fhlA,hycG,b2719,activator,FhlA-Formate
2834,fhlA,hycE,b2721,activator,FhlA-Formate
2835,fhlA,hycB,b2724,activator,FhlA-Formate
2836,fhlA,hypE,b2730,activator,FhlA-Formate
2837,fhlA,hycH,b2718,activator,FhlA-Formate
2838,fhlA,hydN,b2713,activator,FhlA-Formate
2839,fhlA,focB,b2492,activator,FhlA-Formate
2840,fhlA,hyfA,b2481,activator,FhlA-Formate
2841,fhlA,hycA,b2725,activator,FhlA-Formate
2842,fhlA,hyfI,b2489,activator,FhlA-Formate
2843,fhlA,hycF,b2720,activator,FhlA-Formate
2844,fhlA,hycC,b2723,activator,FhlA-Formate
2845,fhlA,hypF,b2712,activator,FhlA-Formate
2846,fhlA,hycI,b2717,activator,FhlA-Formate
2847,fhlA,hypA,b2726,activator,FhlA-Formate
2848,fhlA,hypD,b2729,activator,FhlA-Formate
2849,fhlA,fhlA,b2731,activator,FhlA-Formate
2850,fhlA,hyfH,b2488,activator,FhlA-Formate
2851,fhlA,hyfG,b2487,activator,FhlA-Formate
2852,fhlA,hyfF,b2486,activator,FhlA-Formate
2853,fhlA,hycD,b2722,activator,FhlA-Formate
2854,fhlA,hypC,b2728,activator,FhlA-Formate
2855,fhlA,hyfJ,b2490,activator,FhlA-Formate
2856,fhlA,hyfD,b2484,activator,FhlA-Formate
2857,pspF,pspD,b1307,activator,PspF
2858,pspF,pspG,b4050,activator,PspF
2859,pspF,pspC,b1306,activator,PspF
2860,pspF,pspE,b1308,activator,PspF
2861,pspF,pspA,b1304,activator,PspF
2862,pspF,pspB,b1305,activator,PspF
2863,pspF,pspF,b1303,repressor,PspF
2864,treR,treC,b4239,repressor,TreR
2865,treR,treB,b4240,repressor,TreR
2866,marA,pqiB,b0951,activator,MarA
2867,marA,pqiA,b0950,activator,MarA
2868,marA,marB,b1532,activator,MarA
2869,marA,nfsB,b0578,activator,MarA
2870,marA,acrB,b0462,activator,MarA
2871,marA,acnA,b1276,activator,MarA
2872,marA,waaZ,b3624,activator,MarA
2873,marA,ybjC,b0850,activator,MarA
2874,marA,marR,b1530,activator,MarA
2875,marA,nfo,b2159,activator,MarA
2876,marA,ygiA,b3036,activator,MarA
2877,marA,waaY,b3625,activator,MarA
2878,marA,slp,b3506,repressor,MarA
2879,marA,purA,b4177,repressor,MarA
2880,marA,zwf,b1852,activator,MarA
2881,marA,acrA,b0463,activator,MarA
2882,marA,poxB,b0871,activator,MarA
2883,marA,tolC,b3035,activator,MarA
2884,marA,ygiB,b3037,activator,MarA
2885,marA,fumC,b1611,activator,MarA
2886,marA,inaA,b2237,activator,MarA
2887,marA,hdeB,b3509,repressor,MarA
2888,marA,rob,b4396,repressor,MarA
2889,marA,micF,ECK120002505,activator,MarA
2890,marA,fpr,b3924,activator,MarA
2891,marA,marA,b1531,activator,MarA
2892,marA,hdeA,b3510,repressor,MarA
2893,marA,acrZ,b0762,activator,MarA
2894,marA,ygiC,b3038,activator,MarA
2895,marA,yncE,b1452,activator,MarA
2896,marA,ybjN,b0853,activator,MarA
2897,marA,nfsA,b0851,activator,MarA
2898,marA,decR,b0447,activator,MarA
2899,marA,sodA,b3908,activator,MarA
2900,marA,dctR,b3507,repressor,MarA
2901,marA,yhiD,b3508,repressor,MarA
2902,marA,putA,b1014,activator,MarA
2903,marA,rimK,b0852,activator,MarA
2904,iscR,hyaD,b0975,repressor,IscR
2905,iscR,hyaC,b0974,repressor,IscR
2906,iscR,sufE,b1679,activator,IscR
2907,iscR,nrdI,b2674,activator,IscR
2908,iscR,nfuA,b3414,repressor,IscR
2909,iscR,napD,b2207,repressor,IscR
2910,iscR,hyaA,b0972,repressor,IscR
2911,iscR,sufC,b1682,activator,IscR
2912,iscR,rnlB,b2631,repressor,IscR
2913,iscR,iscU,b2529,repressor,IscR-2Fe-2S
2914,iscR,sufA,b1684,activator,IscR
2915,iscR,erpA,b0156,repressor,IscR
2916,iscR,napB,b2203,repressor,IscR
2917,iscR,napH,b2204,repressor,IscR
2918,iscR,iscA,b2528,repressor,IscR-2Fe-2S
2919,iscR,hyaB,b0973,repressor,IscR
2920,iscR,napA,b2206,repressor,IscR
2921,iscR,nrdF,b2676,activator,IscR
2922,iscR,sufD,b1681,activator,IscR
2923,iscR,hyaE,b0976,repressor,IscR
2924,iscR,sufS,b1680,activator,IscR
2925,iscR,rnlA,b2630,repressor,IscR
2926,iscR,napG,b2205,repressor,IscR
2927,iscR,napC,b2202,repressor,IscR
2928,iscR,ydiU,b1706,activator,IscR
2929,iscR,hyaF,b0977,repressor,IscR
2930,iscR,napF,b2208,repressor,IscR
2931,iscR,nrdE,b2675,activator,IscR
2932,iscR,nrdH,b2673,activator,IscR
2933,iscR,iscR,b2531,repressor,IscR-2Fe-2S
2934,iscR,iscS,b2530,repressor,IscR-2Fe-2S
2935,iscR,sufB,b1683,activator,IscR
2936,glcC,glcB,b2976,activator,GlcC-Glycolate
2937,glcC,glcE,b2978,activator,GlcC-Glycolate
2938,glcC,glcD,b2979,activator,GlcC-Glycolate
2939,glcC,glcG,b2977,activator,GlcC-Glycolate
2940,glcC,glcC,b2980,repressor,GlcC-Glycolate
2941,glcC,glcF,b2978,activator,GlcC-Glycolate
2942,glcC,glcA,b2975,activator,GlcC-Glycolate
2943,gadX,gadW,b3515,repressor,GadX
2944,gadX,mdtF,b3514,activator,GadX
2945,gadX,mdtE,b3513,activator,GadX
2946,gadX,gadY,ECK120002624,activator,GadX
2947,gadX,slp,b3506,activator,GadX
2948,gadX,hdeD,b3511,activator,GadX
2949,gadX,hdeA,b3510,dual,GadX
2950,gadX,gadW,b3515,activator,GadX
2951,gadX,ybaT,b0486,activator,GadX
2952,gadX,murI,b3967,repressor,GadX
2953,gadX,hns,b1237,activator,GadX
2954,gadX,gadC,b1492,activator,GadX
2955,gadX,amtB,b0451,activator,GadX
2956,gadX,dctR,b3507,activator,GadX
2957,gadX,hdeB,b3509,dual,GadX
2958,gadX,gadX,b3516,activator,GadX
2959,gadX,gadA,b3517,activator,GadX
2960,gadX,gadE,b3512,activator,GadX
2961,gadX,lon,b0439,activator,GadX
2962,gadX,glnK,b0450,activator,GadX
2963,gadX,rpoS,b2741,activator,GadX
2964,gadX,cadB,b4132,activator,GadX
2965,gadX,uspE,b1333,activator,GadX
2966,gadX,ybaS,b0485,activator,GadX
2967,gadX,btuB,b3966,repressor,GadX
2968,gadX,yhiD,b3508,dual,GadX
2969,gadX,gadB,b1493,activator,GadX
2970,gadX,asnB,b0674,activator,GadX
2971,gadX,cadA,b4131,activator,GadX
2972,gadW,gadB,b1493,dual,GadW
2973,gadW,hdeA,b3510,dual,GadW
2974,gadW,hdeB,b3509,dual,GadW
2975,gadW,mdtF,b3514,activator,GadW
2976,gadW,mdtE,b3513,activator,GadW
2977,gadW,gadY,ECK120002624,repressor,GadW
2978,gadW,gadC,b1492,dual,GadW
2979,gadW,gadX,b3516,repressor,GadW
2980,gadW,dctR,b3507,repressor,GadW
2981,gadW,yhiD,b3508,dual,GadW
2982,gadW,slp,b3506,repressor,GadW
2983,gadW,gadW,b3515,repressor,GadW
2984,gadW,gadA,b3517,dual,GadW
2985,gadW,gadX,b3516,dual,GadW
2986,gadW,gadE,b3512,activator,GadW
2987,mhpR,mhpD,b0350,activator,MhpR-3HPP
2988,mhpR,mhpB,b0348,activator,MhpR-3HPP
2989,mhpR,mhpE,b0352,activator,MhpR-3HPP
2990,mhpR,mhpA,b0347,activator,MhpR-3HPP
2991,mhpR,mhpF,b0351,activator,MhpR-3HPP
2992,mhpR,mhpC,b0349,activator,MhpR-3HPP
2993,rtcR,rtcA,b3420,activator,RtcR
2994,rtcR,rtcB,b3421,activator,RtcR
2995,phoP,fadL,b2344,activator,PhoP-Phosphorylated
2996,phoP,hdeD,b3511,activator,PhoP-Phosphorylated
2997,phoP,phoP,b1130,repressor,PhoP-Phosphorylated
2998,phoP,glgC,b3430,activator,PhoP-Phosphorylated
2999,phoP,mgrB,b1826,activator,PhoP-Phosphorylated
3000,phoP,malS,b3571,activator,PhoP-Phosphorylated
3001,phoP,rstA,b1608,activator,PhoP-Phosphorylated
3002,phoP,slyB,b1641,activator,PhoP-Phosphorylated
3003,phoP,nagA,b0677,activator,PhoP-Phosphorylated
3004,phoP,pagP,b0622,activator,PhoP-Phosphorylated
3005,phoP,phoQ,b1129,repressor,PhoP-Phosphorylated
3006,phoP,phoQ,b1129,activator,PhoP-Phosphorylated
3007,phoP,rutF,b1007,activator,PhoP-Phosphorylated
3008,phoP,rutD,b1009,activator,PhoP-Phosphorylated
3009,phoP,metB,b3939,activator,PhoP-Phosphorylated
3010,phoP,ydeO,b1499,repressor,PhoP-Phosphorylated
3011,phoP,safA,b1500,repressor,PhoP-Phosphorylated
3012,phoP,ygiC,b3038,activator,PhoP-Phosphorylated
3013,phoP,tolC,b3035,activator,PhoP-Phosphorylated
3014,phoP,cysB,b1275,activator,PhoP-Phosphorylated
3015,phoP,glgX,b3431,activator,PhoP-Phosphorylated
3016,phoP,ygiB,b3037,activator,PhoP-Phosphorylated
3017,phoP,borD,b0557,activator,PhoP-Phosphorylated
3018,phoP,rutE,b1008,activator,PhoP-Phosphorylated
3019,phoP,rutG,b1006,activator,PhoP-Phosphorylated
3020,phoP,glgP,b3428,activator,PhoP-Phosphorylated
3021,phoP,ydeP,b1501,repressor,PhoP-Phosphorylated
3022,phoP,hemL,b0154,activator,PhoP-Phosphorylated
3023,phoP,acrB,b0462,repressor,PhoP-Phosphorylated
3024,phoP,hdeA,b3510,activator,PhoP-Phosphorylated
3025,phoP,metL,b3940,activator,PhoP-Phosphorylated
3026,phoP,glgB,b3432,activator,PhoP-Phosphorylated
3027,phoP,ygiA,b3036,activator,PhoP-Phosphorylated
3028,phoP,gadW,b3515,activator,PhoP-Phosphorylated
3029,phoP,dcuD,b3227,repressor,PhoP-Phosphorylated
3030,phoP,slyB,b1641,repressor,PhoP-Phosphorylated
3031,phoP,iraM,b1160,activator,PhoP-Phosphorylated
3032,phoP,mgtA,b4242,activator,PhoP-Phosphorylated
3033,phoP,purH,b4006,activator,PhoP-Phosphorylated
3034,phoP,gadE,b3512,activator,PhoP-Phosphorylated
3035,phoP,hdeB,b3509,activator,PhoP-Phosphorylated
3036,phoP,treR,b4241,repressor,PhoP-Phosphorylated
3037,phoP,purD,b4005,activator,PhoP-Phosphorylated
3038,phoP,acrA,b0463,repressor,PhoP-Phosphorylated
3039,phoP,yhiD,b3508,activator,PhoP-Phosphorylated
3040,phoP,phoP,b1130,activator,PhoP-Phosphorylated
3041,phoP,glgA,b3429,activator,PhoP-Phosphorylated
3042,phoP,argD,b3359,repressor,PhoP-Phosphorylated
3043,phoP,yrbL,b3207,activator,PhoP-Phosphorylated
3044,phoP,rstB,b1609,activator,PhoP-Phosphorylated
3045,phoP,ybjG,b0841,activator,PhoP-Phosphorylated
3046,phoP,yneM,ECK120002603,activator,PhoP-Phosphorylated
3047,phoP,rutA,b1012,activator,PhoP-Phosphorylated
3048,phoP,rutB,b1011,activator,PhoP-Phosphorylated
3049,phoP,rutC,b1010,activator,PhoP-Phosphorylated
3050,phoP,ompT,b0565,activator,PhoP-Phosphorylated
3051,narL,hybA,b2996,repressor,NarL-Phosphorylated
3052,narL,napH,b2204,repressor,NarL-Phosphorylated
3053,narL,nikD,b3479,repressor,NarL-Phosphorylated
3054,narL,nikE,b3480,repressor,NarL-Phosphorylated
3055,narL,nuoL,b2278,activator,NarL-Phosphorylated
3056,narL,nuoJ,b2280,activator,NarL-Phosphorylated
3057,narL,nuoB,b2287,activator,NarL-Phosphorylated
3058,narL,ydhV,b1673,repressor,NarL-Phosphorylated
3059,narL,ogt,b1335,activator,NarL-Phosphorylated
3060,narL,ynfH,b1590,repressor,NarL-Phosphorylated
3061,narL,dcuA,b4138,repressor,NarL-Phosphorylated
3062,narL,fdnH,b1475,activator,NarL-Phosphorylated
3063,narL,nrfA,b4070,repressor,NarL-Phosphorylated
3064,narL,nrfB,b4071,repressor,NarL-Phosphorylated
3065,narL,nrfD,b4073,repressor,NarL-Phosphorylated
3066,narL,nrfE,b4074,activator,NarL-Phosphorylated
3067,narL,narH,b1225,activator,NarL-Phosphorylated
3068,narL,nirB,b3365,activator,NarL-Phosphorylated
3069,narL,torC,b0996,repressor,NarL-Phosphorylated
3070,narL,hybC,b2994,repressor,NarL-Phosphorylated
3071,narL,ccmE,b2197,repressor,NarL-Phosphorylated
3072,narL,ccmD,b2198,repressor,NarL-Phosphorylated
3073,narL,napA,b2206,repressor,NarL-Phosphorylated
3074,narL,nikR,b3481,repressor,NarL-Phosphorylated
3075,narL,nuoH,b2282,activator,NarL-Phosphorylated
3076,narL,nuoE,b2285,activator,NarL-Phosphorylated
3077,narL,nuoA,b2288,activator,NarL-Phosphorylated
3078,narL,focA,b0904,repressor,NarL-Phosphorylated
3079,narL,adhE,b1241,repressor,NarL-Phosphorylated
3080,narL,ccmB,b2200,repressor,NarL-Phosphorylated
3081,narL,napC,b2202,repressor,NarL-Phosphorylated
3082,narL,napD,b2207,repressor,NarL-Phosphorylated
3083,narL,napF,b2208,repressor,NarL-Phosphorylated
3084,narL,nikA,b3476,repressor,NarL-Phosphorylated
3085,narL,nikB,b3477,repressor,NarL-Phosphorylated
3086,narL,nikC,b3478,repressor,NarL-Phosphorylated
3087,narL,nuoN,b2276,activator,NarL-Phosphorylated
3088,narL,nuoG,b2283,activator,NarL-Phosphorylated
3089,narL,nrfB,b4071,dual,NarL-Phosphorylated
3090,narL,nrfC,b4072,activator,NarL-Phosphorylated
3091,narL,nrfC,b4072,dual,NarL-Phosphorylated
3092,narL,nrfD,b4073,dual,NarL-Phosphorylated
3093,narL,ydeP,b1501,activator,NarL-Phosphorylated
3094,narL,dcuR,b4124,repressor,NarL-Phosphorylated
3095,narL,nrfE,b4074,dual,NarL-Phosphorylated
3096,narL,norW,b2711,repressor,NarL-Phosphorylated
3097,narL,hcp,b0873,activator,NarL-Phosphorylated
3098,narL,frdC,b4152,repressor,NarL-Phosphorylated
3099,narL,hyaC,b0974,repressor,NarL-Phosphorylated
3100,narL,nuoC,b2286,activator,NarL-Phosphorylated
3101,narL,cydD,b0887,activator,NarL-Phosphorylated
3102,narL,ccmF,b2196,repressor,NarL-Phosphorylated
3103,narL,ccmA,b2201,repressor,NarL-Phosphorylated
3104,narL,pflB,b0903,repressor,NarL-Phosphorylated
3105,narL,fumB,b4122,repressor,NarL-Phosphorylated
3106,narL,yeaR,b1797,activator,NarL-Phosphorylated
3107,narL,citX,b0614,repressor,NarL-Phosphorylated
3108,narL,dpiB,b0619,repressor,NarL-Phosphorylated
3109,narL,ydhY,b1674,repressor,NarL-Phosphorylated
3110,narL,citG,b0613,repressor,NarL-Phosphorylated
3111,narL,dmsD,b1591,repressor,NarL-Phosphorylated
3112,narL,ynfF,b1588,repressor,NarL-Phosphorylated
3113,narL,fdhF,b4079,repressor,NarL-Phosphorylated
3114,narL,dmsA,b0894,repressor,NarL-Phosphorylated
3115,narL,dmsC,b0896,repressor,NarL-Phosphorylated
3116,narL,narG,b1224,activator,NarL-Phosphorylated
3117,narL,narJ,b1226,activator,NarL-Phosphorylated
3118,narL,moeA,b0827,activator,NarL-Phosphorylated
3119,narL,ccmH,b2194,repressor,NarL-Phosphorylated
3120,narL,nuoK,b2279,activator,NarL-Phosphorylated
3121,narL,nuoI,b2281,activator,NarL-Phosphorylated
3122,narL,caiF,b0034,repressor,NarL-Phosphorylated
3123,narL,citE,b0616,repressor,NarL-Phosphorylated
3124,narL,nrfF,b4075,activator,NarL-Phosphorylated
3125,narL,nrfG,b4076,repressor,NarL-Phosphorylated
3126,narL,frdA,b4154,repressor,NarL-Phosphorylated
3127,narL,cydC,b0886,activator,NarL-Phosphorylated
3128,narL,hyaA,b0972,repressor,NarL-Phosphorylated
3129,narL,hyaE,b0976,repressor,NarL-Phosphorylated
3130,narL,hybG,b2990,repressor,NarL-Phosphorylated
3131,narL,hybD,b2993,repressor,NarL-Phosphorylated
3132,narL,yoaG,b1796,activator,NarL-Phosphorylated
3133,narL,ydhX,b1671,repressor,NarL-Phosphorylated
3134,narL,ytfE,b4209,activator,NarL-Phosphorylated
3135,narL,aspA,b4139,repressor,NarL-Phosphorylated
3136,narL,dmsB,b0895,repressor,NarL-Phosphorylated
3137,narL,frdD,b4151,repressor,NarL-Phosphorylated
3138,narL,narK,b1223,activator,NarL-Phosphorylated
3139,narL,norV,b2710,repressor,NarL-Phosphorylated
3140,narL,torA,b0997,repressor,NarL-Phosphorylated
3141,narL,torD,b0998,repressor,NarL-Phosphorylated
3142,narL,napG,b2205,repressor,NarL-Phosphorylated
3143,narL,nuoF,b2284,activator,NarL-Phosphorylated
3144,narL,ubiA,b4040,repressor,NarL-Phosphorylated
3145,narL,dcuB,b4123,repressor,NarL-Phosphorylated
3146,narL,ydhT,b1669,repressor,NarL-Phosphorylated
3147,narL,ydhU,b1670,repressor,NarL-Phosphorylated
3148,narL,citD,b0617,repressor,NarL-Phosphorylated
3149,narL,citC,b0618,repressor,NarL-Phosphorylated
3150,narL,ynfG,b1589,repressor,NarL-Phosphorylated
3151,narL,nrfA,b4070,dual,NarL-Phosphorylated
3152,narL,nrfF,b4075,dual,NarL-Phosphorylated
3153,narL,hcr,b0872,activator,NarL-Phosphorylated
3154,narL,hyaD,b0975,repressor,NarL-Phosphorylated
3155,narL,hybO,b2997,repressor,NarL-Phosphorylated
3156,narL,hybE,b2992,repressor,NarL-Phosphorylated
3157,narL,nrfC,b4072,repressor,NarL-Phosphorylated
3158,narL,nrfG,b4076,activator,NarL-Phosphorylated
3159,narL,ompW,b1256,repressor,NarL-Phosphorylated
3160,narL,dpiA,b0620,repressor,NarL-Phosphorylated
3161,narL,ydhW,b1672,repressor,NarL-Phosphorylated
3162,narL,citF,b0615,repressor,NarL-Phosphorylated
