,regulator,regulated_name,regulated_bnum,regulator_function,conformation
1296,crp,cyoB,b0431,activator,CRP-cAMP
1297,crp,crp,b3357,repressor,CRP-cAMP
1298,crp,tdcC,b3116,activator,CRP-cAMP
1299,crp,ebgA,b3076,activator,CRP-cAMP
1300,crp,fucP,b2801,activator,CRP-cAMP
1301,crp,srlD,b2705,activator,CRP-cAMP
1302,crp,srlR,b2707,activator,CRP-cAMP
1303,crp,fucO,b2799,activator,CRP-cAMP
1304,crp,aldB,b3588,activator,CRP-cAMP
1305,crp,entE,b0594,activator,CRP-cAMP
1306,crp,gatB,b2093,activator,CRP-cAMP
1307,crp,gcvH,b2904,activator,CRP-cAMP
1308,crp,glpX,b3925,activator,CRP-cAMP
1309,crp,glpF,b3927,activator,CRP-cAMP
1310,crp,ychH,b1205,activator,CRP-cAMP
1311,crp,deoC,b4381,activator,CRP-cAMP
1312,crp,deoD,b4384,activator,CRP-cAMP
1313,crp,dusB,b3260,dual,CRP-cAMP
1314,crp,galS,b2151,activator,CRP-cAMP
1315,crp,glnL,b3869,repressor,CRP-cAMP
1316,crp,lacA,b0342,activator,CRP-cAMP
1317,crp,lacZ,b0344,activator,CRP-cAMP
1318,crp,ompF,b0929,activator,CRP-cAMP
1319,crp,ansB,b2957,activator,CRP-cAMP
1320,crp,tnaB,b3709,activator,CRP-cAMP
1321,crp,araH,b1899,activator,CRP-cAMP
1322,crp,araF,b1901,activator,CRP-cAMP
1323,crp,nanS,b4309,activator,CRP-cAMP
1324,crp,idnR,b4264,activator,CRP-cAMP
1325,crp,nfuA,b3414,activator,CRP-cAMP
1326,crp,deoB,b4383,dual,CRP-cAMP
1327,crp,fis,b3261,activator,CRP-cAMP
1328,crp,galE,b0759,activator,CRP-cAMP
1329,crp,galT,b0758,repressor,CRP-cAMP
1330,crp,glnL,b3869,activator,CRP-cAMP
1331,crp,glpC,b2243,activator,CRP-cAMP
1332,crp,malG,b4032,activator,CRP-cAMP
1333,crp,oxyR,b3961,activator,CRP-cAMP
1334,crp,rseA,b2572,activator,CRP-cAMP
1335,crp,zraR,b4004,activator,CRP-cAMP
1336,crp,cspE,b0623,activator,CRP-cAMP
1337,crp,puuE,b1302,repressor,CRP-cAMP
1338,crp,puuC,b1300,repressor,CRP-cAMP
1339,crp,csiE,b2535,activator,CRP-cAMP
1340,crp,fumC,b1611,activator,CRP-cAMP
1341,crp,narQ,b2469,repressor,CRP-cAMP
1342,crp,casC,b2758,repressor,CRP-cAMP
1343,crp,hofP,b3392,activator,CRP-cAMP
1344,crp,hflK,b4174,repressor,CRP-cAMP
1345,crp,citF,b0615,repressor,CRP-cAMP
1346,crp,azuC,ECK120048865,repressor,CRP-cAMP
1347,crp,nanE,b3223,activator,CRP-cAMP
1348,crp,lacI,b0345,activator,CRP-cAMP
1349,crp,hofC,b0106,activator,CRP-cAMP
1350,crp,nadC,b0109,activator,CRP-cAMP
1351,crp,glnA,b3870,repressor,CRP-cAMP
1352,crp,ugpE,b3451,activator,CRP-cAMP
1353,crp,agaA,b3135,activator,CRP-cAMP
1354,crp,agaV,b3133,activator,CRP-cAMP
1355,crp,cpdB,b4213,activator,CRP-cAMP
1356,crp,glgP,b3428,activator,CRP-cAMP
1357,crp,glgC,b3430,activator,CRP-cAMP
1358,crp,lamB,b4036,activator,CRP-cAMP
1359,crp,nupG,b2964,repressor,CRP-cAMP
1360,crp,uhpT,b3666,activator,CRP-cAMP
1361,crp,entA,b0596,activator,CRP-cAMP
1362,crp,gatD,b2091,activator,CRP-cAMP
1363,crp,gcvP,b2903,activator,CRP-cAMP
1364,crp,marB,b1532,activator,CRP-cAMP
1365,crp,mtlD,b3600,activator,CRP-cAMP
1366,crp,mtlR,b3601,activator,CRP-cAMP
1367,crp,nanM,b4310,activator,CRP-cAMP
1368,crp,aaeR,b3243,repressor,CRP-cAMP
1369,crp,feaB,b1385,activator,CRP-cAMP
1370,crp,ompW,b1256,repressor,CRP-cAMP
1371,crp,cyaA,b3806,repressor,CRP-cAMP
1372,crp,glpA,b2241,activator,CRP-cAMP
1373,crp,nagC,b0676,dual,CRP-cAMP
1374,crp,nirB,b3365,repressor,CRP-cAMP
1375,crp,idnD,b4267,activator,CRP-cAMP
1376,crp,csrC,ECK120002586,repressor,CRP-cAMP
1377,crp,uidB,b1616,activator,CRP-cAMP
1378,crp,rbsA,b3749,activator,CRP-cAMP
1379,crp,rbsC,b3750,activator,CRP-cAMP
1380,crp,rbsK,b3752,activator,CRP-cAMP
1381,crp,treB,b4240,unknown,CRP-cAMP
1382,crp,glpT,b2240,activator,CRP-cAMP
1383,crp,gntT,b3415,activator,CRP-cAMP
1384,crp,chbB,b1738,activator,CRP-cAMP
1385,crp,rpoH,b3461,repressor,CRP-cAMP
1386,crp,fumB,b4122,activator,CRP-cAMP
1387,crp,ptsH,b2415,repressor,CRP-cAMP
1388,crp,paaI,b1396,activator,CRP-cAMP
1389,crp,sgbE,b3583,unknown,CRP-cAMP
1390,crp,yiaN,b3578,unknown,CRP-cAMP
1391,crp,hyfG,b2487,activator,CRP-cAMP
1392,crp,hyfF,b2486,activator,CRP-cAMP
1393,crp,ubiG,b2232,activator,CRP-cAMP
1394,crp,nupG,b2964,activator,CRP-cAMP
1395,crp,melA,b4119,activator,CRP-cAMP
1396,crp,melB,b4120,activator,CRP-cAMP
1397,crp,gutQ,b2708,activator,CRP-cAMP
1398,crp,flhC,b1891,activator,CRP-cAMP
1399,crp,malS,b3571,activator,CRP-cAMP
1400,crp,pck,b3403,repressor,CRP-cAMP
1401,crp,proP,b4111,repressor,CRP-cAMP
1402,crp,entH,b0597,activator,CRP-cAMP
1403,crp,mglA,b2149,activator,CRP-cAMP
1404,crp,marA,b1531,activator,CRP-cAMP
1405,crp,manZ,b1819,activator,CRP-cAMP
1406,crp,lsrB,b1516,activator,CRP-cAMP
1407,crp,ybiT,b0820,activator,CRP-cAMP
1408,crp,sxy,b0959,activator,CRP-cAMP
1409,crp,comR,b1111,repressor,CRP-cAMP
1410,crp,aceB,b4014,repressor,CRP-cAMP
1411,crp,deoA,b4382,activator,CRP-cAMP
1412,crp,glnG,b3868,repressor,CRP-cAMP
1413,crp,ilvN,b3670,activator,CRP-cAMP
1414,crp,melR,b4118,activator,CRP-cAMP
1415,crp,nirC,b3367,repressor,CRP-cAMP
1416,crp,nrdA,b2234,activator,CRP-cAMP
1417,crp,araG,b1900,activator,CRP-cAMP
1418,crp,rseC,b2570,activator,CRP-cAMP
1419,crp,araB,b0063,activator,CRP-cAMP
1420,crp,glpQ,b2239,activator,CRP-cAMP
1421,crp,rhaB,b3904,activator,CRP-cAMP
1422,crp,ascF,b2715,activator,CRP-cAMP
1423,crp,ascB,b2716,activator,CRP-cAMP
1424,crp,chbA,b1736,activator,CRP-cAMP
1425,crp,dadA,b1189,activator,CRP-cAMP
1426,crp,modB,b0764,activator,CRP-cAMP
1427,crp,modC,b0765,activator,CRP-cAMP
1428,crp,csgD,b1040,activator,CRP-cAMP
1429,crp,ptsI,b2416,activator,CRP-cAMP
1430,crp,lpd,b0116,activator,CRP-cAMP
1431,crp,sucD,b0729,activator,CRP-cAMP
1432,crp,fixB,b0042,activator,CRP-cAMP
1433,crp,ompR,b3405,repressor,CRP-cAMP
1434,crp,infB,b3168,repressor,CRP-cAMP
1435,crp,nmpC,b0553,activator,CRP-cAMP
1436,crp,paaZ,b1387,activator,CRP-cAMP
1437,crp,paaH,b1395,activator,CRP-cAMP
1438,crp,paaF,b1393,activator,CRP-cAMP
1439,crp,paaB,b1389,activator,CRP-cAMP
1440,crp,paaA,b1388,activator,CRP-cAMP
1441,crp,gadX,b3516,repressor,CRP-cAMP
1442,crp,sgbH,b3581,unknown,CRP-cAMP
1443,crp,sgbH,b3581,activator,CRP-cAMP
1444,crp,yiaK,b3575,unknown,CRP-cAMP
1445,crp,xylB,b3564,activator,CRP-cAMP
1446,crp,xylA,b3565,activator,CRP-cAMP
1447,crp,hyfR,b2491,activator,CRP-cAMP
1448,crp,hyfJ,b2490,activator,CRP-cAMP
1449,crp,hyfE,b2485,activator,CRP-cAMP
1450,crp,hyfD,b2484,activator,CRP-cAMP
1451,crp,rpoH,b3461,dual,CRP-cAMP
1452,crp,feaR,b1384,activator,CRP-cAMP
1453,crp,nagE,b0679,dual,CRP-cAMP
1454,crp,lacZ,b0344,repressor,CRP-cAMP
1455,crp,ulaB,b4194,activator,CRP-cAMP
1456,crp,treC,b4239,repressor,CRP-cAMP
1457,crp,ampD,b0110,repressor,CRP-cAMP
1458,crp,caiD,b0036,activator,CRP-cAMP
1459,crp,rpoS,b2741,activator,CRP-cAMP
1460,crp,pgk,b2926,activator,CRP-cAMP
1461,crp,epd,b2927,activator,CRP-cAMP
1462,crp,sdhD,b0722,activator,CRP-cAMP
1463,crp,uxuA,b4322,activator,CRP-cAMP
1464,crp,fixX,b0044,activator,CRP-cAMP
1465,crp,fixA,b0041,activator,CRP-cAMP
1466,crp,glpG,b3424,activator,CRP-cAMP
1467,crp,yiaM,ECK120002162,activator,CRP-cAMP
1468,crp,lyxK,b3580,activator,CRP-cAMP
1469,crp,yiaO,b3579,unknown,CRP-cAMP
1470,crp,yiaL,b3576,unknown,CRP-cAMP
1471,crp,rpsI,b3230,repressor,CRP-cAMP
1472,crp,rpsF,b4200,activator,CRP-cAMP
1473,crp,pflB,b0903,activator,CRP-cAMP
1474,crp,ppiA,b3363,dual,CRP-cAMP
1475,crp,crr,b2417,activator,CRP-cAMP
1476,crp,aceF,b0115,activator,CRP-cAMP
1477,crp,sdhC,b0721,activator,CRP-cAMP
1478,crp,sdhB,b0724,activator,CRP-cAMP
1479,crp,sucB,b0727,activator,CRP-cAMP
1480,crp,zraS,b4003,activator,CRP-cAMP
1481,crp,acnA,b1276,activator,CRP-cAMP
1482,crp,cdd,b2143,activator,CRP-cAMP
1483,crp,ybfN,b0682,activator,CRP-cAMP
1484,crp,proP,b4111,activator,CRP-cAMP
1485,crp,preA,b2147,activator,CRP-cAMP
1486,crp,fadH,b3081,activator,CRP-cAMP
1487,crp,hofO,b3393,activator,CRP-cAMP
1488,crp,secB,b3609,activator,CRP-cAMP
1489,crp,gpsA,b3608,activator,CRP-cAMP
1490,crp,citD,b0617,repressor,CRP-cAMP
1491,crp,citC,b0618,repressor,CRP-cAMP
1492,crp,nanA,b3225,activator,CRP-cAMP
1493,crp,gcd,b0124,repressor,CRP-cAMP
1494,crp,serA,b2913,activator,CRP-cAMP
1495,crp,mhpB,b0348,activator,CRP-cAMP
1496,crp,trxA,b3781,repressor,CRP-cAMP
1497,crp,prpC,b0333,activator,CRP-cAMP
1498,crp,mhpR,b0346,activator,CRP-cAMP
1499,crp,ptsG,b1101,activator,CRP-cAMP
1500,crp,yaeP,b4406,repressor,CRP-cAMP
1501,crp,nlpE,b0192,repressor,CRP-cAMP
1502,crp,yaeQ,b0190,repressor,CRP-cAMP
1503,crp,mdtF,b3514,repressor,CRP-cAMP
1504,crp,manA,b1613,repressor,CRP-cAMP
1505,crp,araJ,b0396,activator,CRP-cAMP
1506,crp,chbC,b1737,activator,CRP-cAMP
1507,crp,rplI,b4203,activator,CRP-cAMP
1508,crp,xylH,b3568,activator,CRP-cAMP
1509,crp,dsdA,b2366,activator,CRP-cAMP
1510,crp,csgE,b1039,activator,CRP-cAMP
1511,crp,grpE,b2614,activator,CRP-cAMP
1512,crp,ppiA,b3363,repressor,CRP-cAMP
1513,crp,yhfA,b3356,activator,CRP-cAMP
1514,crp,sdhA,b0723,activator,CRP-cAMP
1515,crp,envZ,b3404,activator,CRP-cAMP
1516,crp,pnp,b3164,repressor,CRP-cAMP
1517,crp,gadB,b1493,repressor,CRP-cAMP
1518,crp,dadA,b1189,dual,CRP-cAMP
1519,crp,paaK,b1398,activator,CRP-cAMP
1520,crp,paaD,b1391,activator,CRP-cAMP
1521,crp,gadA,b3517,repressor,CRP-cAMP
1522,crp,sgbU,b3582,activator,CRP-cAMP
1523,crp,yiaK,b3575,activator,CRP-cAMP
1524,crp,hyfI,b2489,activator,CRP-cAMP
1525,crp,hyfH,b2488,activator,CRP-cAMP
1526,crp,hyfA,b2481,activator,CRP-cAMP
1527,crp,puuR,b1299,repressor,CRP-cAMP
1528,crp,puuD,b1298,repressor,CRP-cAMP
1529,crp,acs,b4069,activator,CRP-cAMP
1530,crp,gabT,b2662,activator,CRP-cAMP
1531,crp,gabD,b2661,activator,CRP-cAMP
1532,crp,patZ,b2584,activator,CRP-cAMP
1533,crp,rmf,b0953,activator,CRP-cAMP
1534,crp,fumA,b1612,activator,CRP-cAMP
1535,crp,cyaR,ECK120002589,activator,CRP-cAMP
1536,crp,yeiP,b2171,activator,CRP-cAMP
1537,crp,aaeX,b3242,activator,CRP-cAMP
1538,crp,aaeA,b3241,activator,CRP-cAMP
1539,crp,hofM,b3395,activator,CRP-cAMP
1540,crp,hofN,b3394,activator,CRP-cAMP
1541,crp,dcuR,b4124,activator,CRP-cAMP
1542,crp,murP,b2429,activator,CRP-cAMP
1543,crp,yhcH,b3221,activator,CRP-cAMP
1544,crp,osmY,b4376,repressor,CRP-cAMP
1545,crp,grcA,b2579,activator,CRP-cAMP
1546,crp,trg,b1421,activator,CRP-cAMP
1547,crp,gltA,b0720,activator,CRP-cAMP
1548,crp,speC,b2965,repressor,CRP-cAMP
1549,crp,tdcG,b3112,activator,CRP-cAMP
1550,crp,tdcE,b3114,activator,CRP-cAMP
1551,crp,tdcB,b3117,activator,CRP-cAMP
1552,crp,fucK,b2803,activator,CRP-cAMP
1553,crp,fucR,b2805,activator,CRP-cAMP
1554,crp,srlE,b2703,activator,CRP-cAMP
1555,crp,srlB,b2704,activator,CRP-cAMP
1556,crp,fecE,b4287,activator,CRP-cAMP
1557,crp,gltD,b3213,repressor,CRP-cAMP
1558,crp,fbaA,b2925,activator,CRP-cAMP
1559,crp,bhsA,b1112,repressor,CRP-cAMP
1560,crp,deoD,b4384,dual,CRP-cAMP
1561,crp,galT,b0758,activator,CRP-cAMP
1562,crp,ilvB,b3671,activator,CRP-cAMP
1563,crp,yfaE,b2236,activator,CRP-cAMP
1564,crp,rhaS,b3905,activator,CRP-cAMP
1565,crp,araE,b2841,activator,CRP-cAMP
1566,crp,hflC,b4175,repressor,CRP-cAMP
1567,crp,dctA,b3528,activator,CRP-cAMP
1568,crp,sbmC,b2009,activator,CRP-cAMP
1569,crp,yiaN,b3578,activator,CRP-cAMP
1570,crp,nanT,b3224,activator,CRP-cAMP
1571,crp,sodB,b1656,repressor,CRP-cAMP
1572,crp,mhpC,b0349,activator,CRP-cAMP
1573,crp,prpE,b0335,activator,CRP-cAMP
1574,crp,ppdD,b0108,activator,CRP-cAMP
1575,crp,cytR,b3934,dual,CRP-cAMP
1576,crp,ugpC,b3450,activator,CRP-cAMP
1577,crp,ugpA,b3452,activator,CRP-cAMP
1578,crp,ugpB,b3453,activator,CRP-cAMP
1579,crp,aspA,b4139,activator,CRP-cAMP
1580,crp,cspD,b0880,activator,CRP-cAMP
1581,crp,cyoD,b0429,activator,CRP-cAMP
1582,crp,crp,b3357,activator,CRP-cAMP
1583,crp,tdcF,b3113,activator,CRP-cAMP
1584,crp,tdcD,b3115,activator,CRP-cAMP
1585,crp,fucU,b2804,activator,CRP-cAMP
1586,crp,nupG,b2964,dual,CRP-cAMP
1587,crp,fucA,b2800,activator,CRP-cAMP
1588,crp,flhD,b1892,activator,CRP-cAMP
1589,crp,dsdX,b2365,activator,CRP-cAMP
1590,crp,fecB,b4290,activator,CRP-cAMP
1591,crp,fecA,b4291,activator,CRP-cAMP
1592,crp,gatC,b2092,activator,CRP-cAMP
1593,crp,gatZ,b2095,activator,CRP-cAMP
1594,crp,gltF,b3214,repressor,CRP-cAMP
1595,crp,marR,b1530,activator,CRP-cAMP
1596,crp,manX,b1817,activator,CRP-cAMP
1597,crp,cstA,b0598,activator,CRP-cAMP
1598,crp,galP,b2943,activator,CRP-cAMP
1599,crp,sohB,b1272,repressor,CRP-cAMP
1600,crp,mpl,b4233,activator,CRP-cAMP
1601,crp,aceA,b4015,repressor,CRP-cAMP
1602,crp,aceK,b4016,repressor,CRP-cAMP
1603,crp,deoA,b4382,dual,CRP-cAMP
1604,crp,dusB,b3260,activator,CRP-cAMP
1605,crp,galM,b0756,activator,CRP-cAMP
1606,crp,galM,b0756,repressor,CRP-cAMP
1607,crp,galE,b0759,repressor,CRP-cAMP
1608,crp,umpH,b0675,dual,CRP-cAMP
1609,crp,nagB,b0678,dual,CRP-cAMP
1610,crp,nirD,b3366,repressor,CRP-cAMP
1611,crp,nrdB,b2235,activator,CRP-cAMP
1612,crp,sodA,b3908,activator,CRP-cAMP
1613,crp,tnaA,b3708,activator,CRP-cAMP
1614,crp,rseB,b2571,activator,CRP-cAMP
1615,crp,gapA,b1779,activator,CRP-cAMP
1616,crp,gntX,b3413,activator,CRP-cAMP
1617,crp,uxaA,b3091,activator,CRP-cAMP
1618,crp,ulaE,b4197,activator,CRP-cAMP
1619,crp,ulaC,b4195,activator,CRP-cAMP
1620,crp,guaA,b2507,activator,CRP-cAMP
1621,crp,treB,b4240,repressor,CRP-cAMP
1622,crp,caiA,b0039,activator,CRP-cAMP
1623,crp,glgA,b3429,activator,CRP-cAMP
1624,crp,malM,b4037,activator,CRP-cAMP
1625,crp,tdcA,b3118,activator,CRP-cAMP
1626,crp,ebgC,b3077,activator,CRP-cAMP
1627,crp,malY,b1622,activator,CRP-cAMP
1628,crp,gutM,b2706,activator,CRP-cAMP
1629,crp,udp,b3831,activator,CRP-cAMP
1630,crp,udp,b3831,dual,CRP-cAMP
1631,crp,pck,b3403,activator,CRP-cAMP
1632,crp,nupC,b2393,activator,CRP-cAMP
1633,crp,fepA,b0584,activator,CRP-cAMP
1634,crp,entB,b0595,activator,CRP-cAMP
1635,crp,mglC,b2148,activator,CRP-cAMP
1636,crp,mglB,b2150,activator,CRP-cAMP
1637,crp,gatA,b2094,activator,CRP-cAMP
1638,crp,malI,b1620,activator,CRP-cAMP
1639,crp,malI,b1620,repressor,CRP-cAMP
1640,crp,nanC,b4311,activator,CRP-cAMP
1641,crp,lsrG,b1518,activator,CRP-cAMP
1642,crp,lsrC,b1514,activator,CRP-cAMP
1643,crp,ldtB,b0819,repressor,CRP-cAMP
1644,crp,araC,b0064,activator,CRP-cAMP
1645,crp,deoB,b4383,activator,CRP-cAMP
1646,crp,guaB,b2508,activator,CRP-cAMP
1647,crp,rbsR,b3753,activator,CRP-cAMP
1648,crp,rhaD,b3902,activator,CRP-cAMP
1649,crp,caiC,b0037,activator,CRP-cAMP
1650,crp,caiT,b0040,activator,CRP-cAMP
1651,crp,chbF,b1734,activator,CRP-cAMP
1652,crp,priB,b4201,activator,CRP-cAMP
1653,crp,serC,b0907,repressor,CRP-cAMP
1654,crp,aroA,b0908,repressor,CRP-cAMP
1655,crp,xylG,b3567,activator,CRP-cAMP
1656,crp,csgF,b1038,activator,CRP-cAMP
1657,crp,focA,b0904,activator,CRP-cAMP
1658,crp,pdhR,b0113,activator,CRP-cAMP
1659,crp,sucA,b0726,activator,CRP-cAMP
1660,crp,aldA,b1415,activator,CRP-cAMP
1661,crp,caiF,b0034,activator,CRP-cAMP
1662,crp,ompR,b3405,activator,CRP-cAMP
1663,crp,nusA,b3169,repressor,CRP-cAMP
1664,crp,paaG,b1394,activator,CRP-cAMP
1665,crp,yiaM,ECK120002162,unknown,CRP-cAMP
1666,crp,sgbE,b3583,activator,CRP-cAMP
1667,crp,focB,b2492,activator,CRP-cAMP
1668,crp,hyfC,b2483,activator,CRP-cAMP
1669,crp,lsrK,b1511,activator,CRP-cAMP
1670,crp,gabP,b2663,activator,CRP-cAMP
1671,crp,sroD,ECK120002644,activator,CRP-cAMP
1672,crp,yjiY,b4354,activator,CRP-cAMP
1673,crp,bglG,b3723,activator,CRP-cAMP
1674,crp,preT,b2146,activator,CRP-cAMP
1675,crp,raiA,b2597,activator,CRP-cAMP
1676,crp,casB,b2759,repressor,CRP-cAMP
1677,crp,fecD,b4288,activator,CRP-cAMP
1678,crp,fecC,b4289,activator,CRP-cAMP
1679,crp,entD,b0583,activator,CRP-cAMP
1680,crp,entC,b0593,activator,CRP-cAMP
1681,crp,gatY,b2096,activator,CRP-cAMP
1682,crp,gltB,b3212,repressor,CRP-cAMP
1683,crp,pncB,b0931,repressor,CRP-cAMP
1684,crp,prpR,b0330,activator,CRP-cAMP
1685,crp,tam,b1519,activator,CRP-cAMP
1686,crp,lsrD,b1515,activator,CRP-cAMP
1687,crp,cirA,b2155,activator,CRP-cAMP
1688,crp,deoC,b4381,dual,CRP-cAMP
1689,crp,fis,b3261,dual,CRP-cAMP
1690,crp,galK,b0757,activator,CRP-cAMP
1691,crp,glpB,b2242,activator,CRP-cAMP
1692,crp,malE,b4034,activator,CRP-cAMP
1693,crp,cysG,b3368,repressor,CRP-cAMP
1694,crp,ompA,b0957,activator,CRP-cAMP
1695,crp,rhaR,b3906,activator,CRP-cAMP
1696,crp,fadL,b2344,activator,CRP-cAMP
1697,crp,rpoH,b3461,activator,CRP-cAMP
1698,crp,ygeA,b2840,activator,CRP-cAMP
1699,crp,idnK,b4268,activator,CRP-cAMP
1700,crp,gntP,b4321,activator,CRP-cAMP
1701,crp,uxaC,b3092,activator,CRP-cAMP
1702,crp,uxuR,b4324,activator,CRP-cAMP
1703,crp,ulaD,b4196,activator,CRP-cAMP
1704,crp,rbsD,b3748,activator,CRP-cAMP
1705,crp,rhaT,b3907,activator,CRP-cAMP
1706,crp,chbG,b1733,activator,CRP-cAMP
1707,crp,dadX,b1190,activator,CRP-cAMP
1708,crp,modA,b0763,activator,CRP-cAMP
1709,crp,xylR,b3569,activator,CRP-cAMP
1710,crp,yhfA,b3356,repressor,CRP-cAMP
1711,crp,lpd,b0116,repressor,CRP-cAMP
1712,crp,envZ,b3404,repressor,CRP-cAMP
1713,crp,rpsO,b3165,repressor,CRP-cAMP
1714,crp,gadC,b1492,repressor,CRP-cAMP
1715,crp,xseA,b2509,repressor,CRP-cAMP
1716,crp,sgbU,b3582,unknown,CRP-cAMP
1717,crp,lyxK,b3580,unknown,CRP-cAMP
1718,crp,yiaO,b3579,activator,CRP-cAMP
1719,crp,hyfB,b2482,activator,CRP-cAMP
1720,crp,dpiA,b0620,repressor,CRP-cAMP
1721,crp,lhgO,b2660,activator,CRP-cAMP
1722,crp,ivbL,b3672,activator,CRP-cAMP
1723,crp,cas2,b2754,repressor,CRP-cAMP
1724,crp,yeiW,ECK120016921,activator,CRP-cAMP
1725,crp,murQ,b2428,activator,CRP-cAMP
1726,crp,citX,b0614,repressor,CRP-cAMP
1727,crp,mhpE,b0352,activator,CRP-cAMP
1728,crp,prpD,b0334,activator,CRP-cAMP
1729,crp,arfB,b0191,repressor,CRP-cAMP
1730,crp,mdtE,b3513,repressor,CRP-cAMP
1731,crp,cyoA,b0432,activator,CRP-cAMP
1732,crp,galK,b0757,repressor,CRP-cAMP
1733,crp,glnG,b3868,activator,CRP-cAMP
1734,crp,glpD,b3426,activator,CRP-cAMP
1735,crp,lacY,b0343,activator,CRP-cAMP
1736,crp,malF,b4033,activator,CRP-cAMP
1737,crp,nagA,b0677,dual,CRP-cAMP
1738,crp,malT,b3418,activator,CRP-cAMP
1739,crp,rpoE,b2573,activator,CRP-cAMP
1740,crp,idnT,b4265,activator,CRP-cAMP
1741,crp,lacA,b0342,repressor,CRP-cAMP
1742,crp,bglB,b3721,activator,CRP-cAMP
1743,crp,uidC,b1615,activator,CRP-cAMP
1744,crp,ulaF,b4198,activator,CRP-cAMP
1745,crp,ulaA,b4193,activator,CRP-cAMP
1746,crp,araD,b0061,activator,CRP-cAMP
1747,crp,rhaA,b3903,activator,CRP-cAMP
1748,crp,gntU,b3436,activator,CRP-cAMP
1749,crp,gntK,b3437,activator,CRP-cAMP
1750,crp,ampE,b0111,repressor,CRP-cAMP
1751,crp,chbR,b1735,activator,CRP-cAMP
1752,crp,glgS,b3049,activator,CRP-cAMP
1753,crp,rplM,b3231,repressor,CRP-cAMP
1754,crp,rpsR,b4202,activator,CRP-cAMP
1755,crp,sfsA,b0146,activator,CRP-cAMP
1756,crp,truB,b3166,repressor,CRP-cAMP
1757,crp,rbfA,b3167,repressor,CRP-cAMP
1758,crp,metY,b3171,repressor,CRP-cAMP
1759,crp,dadX,b1190,dual,CRP-cAMP
1760,crp,hupB,b0440,activator,CRP-cAMP
1761,crp,paaE,b1392,activator,CRP-cAMP
1762,crp,paaC,b1390,activator,CRP-cAMP
1763,crp,hlyE,b1182,activator,CRP-cAMP
1764,crp,yiaL,b3576,activator,CRP-cAMP
1765,crp,ynfK,b1593,activator,CRP-cAMP
1766,crp,chiP,b0681,activator,CRP-cAMP
1767,crp,ycdZ,b1036,activator,CRP-cAMP
1768,crp,puuB,b1301,repressor,CRP-cAMP
1769,crp,fadD,b1805,activator,CRP-cAMP
1770,crp,casD,b2757,repressor,CRP-cAMP
1771,crp,cas1,b2755,repressor,CRP-cAMP
1772,crp,aaeB,b3240,activator,CRP-cAMP
1773,crp,hflX,b4173,repressor,CRP-cAMP
1774,crp,hfq,b4172,repressor,CRP-cAMP
1775,crp,citE,b0616,repressor,CRP-cAMP
1776,crp,nanK,b3222,activator,CRP-cAMP
1777,crp,metK,b2942,repressor,CRP-cAMP
1778,crp,prpB,b0331,activator,CRP-cAMP
1779,crp,fur,b0683,activator,CRP-cAMP
1780,crp,rof,b0189,repressor,CRP-cAMP
1781,crp,gadE,b3512,repressor,CRP-cAMP
1782,crp,glnA,b3870,activator,CRP-cAMP
1783,crp,manA,b1613,activator,CRP-cAMP
1784,crp,agaW,b3134,activator,CRP-cAMP
1785,crp,fumC,b1611,unknown,CRP-cAMP
1786,crp,mdh,b3236,activator,CRP-cAMP
1787,crp,malK,b4035,activator,CRP-cAMP
1788,crp,fucI,b2802,activator,CRP-cAMP
1789,crp,malX,b1621,activator,CRP-cAMP
1790,mlc,malT,b3418,repressor,Mlc
1791,mlc,ptsI,b2416,repressor,Mlc
1792,mlc,manZ,b1819,repressor,Mlc
1793,mlc,manY,b1818,repressor,Mlc
1794,mlc,mlc,b1594,repressor,Mlc
1795,mlc,ptsH,b2415,repressor,Mlc
1796,mlc,ynfK,b1593,repressor,Mlc
1797,mlc,crr,b2417,repressor,Mlc
1798,mlc,ptsG,b1101,repressor,Mlc
1799,mlc,manX,b1817,repressor,Mlc
1800,cadC,cadC,b4133,activator,CadC
1801,cadC,cadB,b4132,activator,CadC
1802,cadC,cadA,b4131,activator,CadC
1803,nac,nupC,b2393,activator,Nac
1804,nac,ydcT,b1441,activator,Nac
1805,nac,gltB,b3212,repressor,Nac
1806,nac,ydcV,b1443,activator,Nac
1807,nac,ydcS,b1440,activator,Nac
1808,nac,gdhA,b1761,repressor,Nac
1809,nac,mnmG,b3741,repressor,Nac
1810,nac,codB,b0336,activator,Nac
1811,nac,nac,b1988,repressor,Nac
1812,nac,asnC,b3743,repressor,Nac
1813,nac,mioC,b3742,repressor,Nac
1814,nac,gabT,b2662,activator,Nac
1815,nac,gabP,b2663,activator,Nac
1816,nac,codA,b0337,activator,Nac
1817,nac,gltD,b3213,repressor,Nac
1818,nac,gltF,b3214,repressor,Nac
1819,nac,feaR,b1384,activator,Nac
1820,nac,patD,b1444,activator,Nac
1821,nac,gabD,b2661,activator,Nac
1822,nac,ydcU,b1442,activator,Nac
1823,nac,serA,b2913,repressor,Nac
1824,hns,relA,b2784,activator,H-NS
1825,hns,micF,ECK120002505,repressor,H-NS
1826,hns,rrsB,b3968,repressor,H-NS
1827,hns,rrsH,b0201,repressor,H-NS
1828,hns,mdtF,b3514,repressor,H-NS
1829,hns,cspD,b0880,activator,H-NS
1830,hns,nhaR,b0020,repressor,H-NS
