,HM01_UR,HM01_UTI,HM03_UR,HM03_UTI,HM06_UR,HM06_UTI,HM07_UR,HM07_UTI,HM14_UR,HM14_UTI,HM17_UR,HM17_UTI,HM43_UR,HM43_UTI,HM54_UR,HM54_UTI,HM56_UR,HM56_UTI,HM57_UR,HM57_UTI,HM60_UR,HM60_UTI,HM66_UR,HM66_UTI,HM68_UR,HM68_UTI,HM86_UR,HM86_UTI
b3572,2964.40735735826,5550.95576195745,3548.93164190828,6190.75229140657,3965.72823711427,8283.22517360516,4009.62085802361,7513.99833577471,4555.32994652006,8686.05472681594,5824.22355528309,7250.77567817063,3890.99828224511,4540.25264946006,4648.19829292726,8937.32888391616,4853.01349129618,5537.92054824198,4516.24605327377,6313.45600579038,5038.14421467137,5028.823716365,4697.24746142675,4688.01972024096,4682.51911072323,8584.87508183805,8064.14276692702,7311.23085285106
b3148,220.003961238331,167.4564722319,127.4506837824,184.717008694864,151.490985436832,137.325511544321,140.207803315134,135.129125384504,148.509597219792,132.364293478268,164.011301619361,149.341260416867,156.538209623509,105.952309019379,142.389692566759,101.106325179793,162.577208998698,135.041824821054,149.348818847496,182.883486313827,152.671036808223,138.212913980433,181.148197498616,85.2367221861992,159.248524367304,73.9206464972357,150.030563105619,149.365114332735
b2922,1718.75661045309,332.650019163369,1676.80543927535,507.152023872289,930.905156381559,276.211540265281,1831.83375212493,417.671842097559,1980.02439975258,613.945020814095,1138.23843323837,355.329205819441,1602.03977823553,663.182971269448,1894.81917035603,499.653351179212,1282.60009470364,728.864134860065,1323.91505040854,357.815516700966,1768.10344137523,329.584641030264,801.627461611144,340.946888744797,1356.33465411982,436.803820210938,739.650676110702,434.05246900111
b2785,884.299107915486,891.592568369847,928.939333422124,663.451031229482,149.823194771472,191.943612726721,100.723996634435,294.8271826571,1001.0416783309,861.776038390428,142.872067188421,463.472877155793,941.541003452793,737.742003542344,924.189702697452,587.827471975544,851.016266691637,719.218290229989,994.880933885145,628.165018208362,1354.45134919295,988.753923090792,917.879784232679,852.367221861992,909.894346491819,803.047023310879,937.691019410119,753.208696207809
b0221,418.980995207866,42.9955807081906,175.633259358673,66.6730031383829,167.334996757748,98.3125821283204,176.737039427889,77.8016176456237,207.229919133057,33.7951387604089,102.051476563158,25.7484931753218,214.001603029607,144.212865054155,366.528723453516,35.2696483185326,111.876584542918,31.9518603371244,255.13756553114,143.126206680386,310.527127696726,138.212913980433,140.996792898407,426.183610930996,137.470948385451,60.4805289522837,106.021597927971,47.2351216265914
b4014,439.618534934647,38.4697301073284,249.720445459824,63.3940029840362,596.513127976956,170.096372253761,402.358791889025,102.370549533715,684.138353719627,111.946397143855,504.790339428478,30.8981918103862,596.100144241421,96.1419100361033,896.55612354703,36.4453032624837,769.727662192288,78.3724876193618,798.082750716309,143.126206680386,663.110805155717,191.371727049831,1456.65560875176,255.710166558598,181.026100349158,40.3203526348558,224.045640904391,85.5338688913953
b3728,663.126984051111,3226.93147841473,631.036312386027,391.294018418706,1237.50067369683,1128.25391871073,839.903833269012,274.353072750357,429.683625428812,171.791955365412,591.534094507162,787.903891164848,644.646804187952,1543.17576006929,324.310755307038,1248.54555047605,232.552451016179,458.780485217956,420.821411440081,469.1358996746,350.279208978867,669.801044674408,202.624530191751,1022.84066623439,2609.90637157526,584.64511320541,394.080279090759,1604.71751039528
b3178,5265.29834312339,10466.0295144938,5057.87520498242,8841.27741617015,6454.07190983082,7646.53416553604,6424.84799865519,10847.1834285925,6394.92267693509,8096.7519946813,7934.50230278553,10268.4990783183,7194.15265493358,11702.8249471498,8330.37271472101,11179.3028620309,5727.49450980206,7700.39834124699,7289.31136156192,7609.54332184054,7817.90931882109,8122.66663700393,7819.71948428949,5881.33383084775,14218.0349191526,9162.80013627099,6597.84406350811,8686.15587965752
b1046,142.905227919411,214.977903540953,196.097901673326,154.113007254295,198.189124066901,229.396024966081,113.885265528002,57.3275077388806,164.976142518221,181.648870837198,212.850222546015,169.940054957124,187.251402650906,242.316854886914,241.410017855771,273.927601940603,231.71442416567,124.793114901599,237.635750822449,190.834942240515,57.6117120031031,42.527050455518,284.327969785199,0,439.634815133669,201.601763174279,219.544724011223,165.961238147483
b3094,2782.95276277938,692.455141931912,2562.74311922618,471.083022174476,1635.546712496,841.118758208964,2135.34872865003,589.654365314201,2516.58522485421,418.21484216006,1362.38721211816,844.550576150556,1521.45892771204,672.012330354396,1342.53138705801,979.320568311256,1787.93028556042,522.081340602825,1876.97239520317,787.194136742125,1946.12363146482,1477.81500332925,1540.69343233359,426.183610930996,501.564796832065,756.006611903547,1964.90027480659,922.999809081773
b0122,220.782736322361,264.762260150437,295.571606088857,160.671007562988,244.331332475184,173.217406607041,325.271359798137,159.698057272596,182.68544595238,254.167606093909,207.383179158703,185.389150862317,196.498385497864,227.601256412,205.716644786476,411.47923038288,201.545457547355,171.213742183837,222.078582192501,286.252413360773,262.70940673415,191.371727049831,252.113470745497,85.2367221861992,254.86569391263,194.881704401803,330.567340709381,243.835357585918
b1728,53.3460932560201,212.714978240522,67.8700795751803,185.810008746313,93.3962772601385,294.937746384961,58.2856193857933,262.068606806311,101.284788062034,168.975693802045,44.1008166576504,149.341260416867,102.047060703933,115.762708002655,110.150516891266,356.223448017179,68.2991883164632,217.031504176694,63.0065329512875,190.834942240515,96.2115590451822,233.898777505349,159.671864805481,170.473444372398,55.4647638287833,312.482732920133,120.524552361514,158.301488694523
b4263,476.999738968063,85.9911614163812,660.567568384388,132.253006225317,270.738018010044,76.4653416553603,620.728416592481,143.318769347202,798.782791740763,152.07812442184,626.523172185959,211.137644037639,501.979068834881,210.923578140431,453.267458009008,130.497698778571,605.474399492573,127.807441348498,602.451355194718,270.349501507396,595.128984992055,180.739964435951,613.476112147376,596.657055303394,137.130673760734,73.9206464972357,340.069276372737,191.493736324019
b0817,904.157872558238,552.153773305185,694.761654277227,459.060021608538,593.45551175713,302.740332268161,714.468882793595,589.654365314201,678.856631642772,890.642719414943,526.658512977726,473.772274425922,665.782764981,528.780505198568,672.417092660272,343.291243633717,564.830097242898,382.216593466734,746.744094237482,421.427164114471,155.551622408378,191.371727049831,497.223789525841,340.946888744797,881.651552640353,564.484936887982,493.600552617487,525.96946243664
b0194,1157.25977486782,2916.91071225567,1621.36957275211,3217.79215146556,1795.65461637052,2077.04836210785,1391.334140177,1580.60128480057,2202.47810604834,3663.25222855016,2050.14127024201,3615.08844181519,1899.92472566254,2902.89705915132,1806.54523695885,2662.85844804921,1283.0191081289,2729.77403031131,1197.90198450596,2353.63095429969,2465.78127373281,3444.69108689695,1043.46964280775,1534.26099935159,1817.06649598591,2294.90007080054,1672.34067675063,3417.52488092933
b1734,104.355861259952,36.2068048068974,196.097901673326,64.4870030354851,199.300984510474,88.9494790684804,251.675692923909,53.232685757532,184.549583155976,69.7024736933434,219.775144169944,154.490959051931,202.112625083518,148.137024647465,154.287483589857,58.7827471975544,197.355323294811,63.9037206742488,192.519961795601,95.4174711202576,133.659171847199,127.581151366554,220.832725301148,85.2367221861992,328.024738226669,70.5606171109977,370.575490870879,77.8741194384345
b3765,139.790127583294,40.7326554077595,86.0033069425948,66.6730031383829,75.328545052076,71.7837901254403,99.381010012643,57.3275077388806,100.663408994169,66.1821467391341,105.696172154699,36.0478904454506,85.5345913343645,66.7107130862758,49.8939623549289,35.2696483185326,117.323759071225,61.49225951673,107.733392762387,262.398045580708,85.2653337645926,138.212913980433,77.9684252120333,170.473444372398,60.2286085748137,77.2806758834737,152.030970613694,52.3416212618986
b2824,15.1861141385751,0,17.615135156917,12.0230005659379,15.5660462100231,15.6051717664001,16.9216314345852,16.3792879253945,16.4665452984288,4.22439234505112,13.8498432478572,10.2993972701287,9.24698284695833,4.90519949163793,11.5139913126759,5.87827471975544,8.79928193034189,9.04297934069559,15.9460978456962,31.8058237067525,11.5223424006206,10.6317626138795,18.208195109397,0,10.8887879909268,10.080088158714,17.0034638186368,7.65974945296077
b3736,2826.95355502705,4424.01896234277,2814.27688742274,8669.67640809267,4489.97043625898,3227.14952129153,2583.36906568,7444.38636209179,3106.58464979226,9018.37359129329,5740.76002623679,12173.8875732922,5450.76613889454,6739.74410151051,4628.24070798529,5556.14526511284,5776.51908055682,10885.9385303294,4021.91702005719,6170.32979910999,4410.17655383754,5804.9423871782,3787.77145955225,4602.78299805476,3285.01122701272,6636.05803782002,3465.7060077398,8425.72439825685
b0873,2707.41157962852,405.063628777164,879.461527319607,334.458015743363,582.892837543186,1651.02717288513,191.241294943248,73.7067956642751,304.475743253966,1586.25932556669,1055.13937375122,51.4969863506437,1794.24492169731,189.340700377224,218.38203523042,442.046258925609,2140.32057619935,154.333514081205,1674.3402737981,111.320382973634,1532.47153928254,159.476439208192,3766.76200365679,85.2367221861992,524.022922063351,228.481998264183,4072.82968644054,85.5338688913953
b0124,351.2275628973,1448.27219227589,437.528871765189,5141.47224201562,227.375460710694,343.313778860802,229.919309650871,601.938831258247,528.172207685452,4734.13568802062,570.759329635376,1086.58641199858,568.028946313154,1253.76899006265,402.222096522811,1863.41308616247,549.745613933741,1259.38558951421,759.18982914144,930.320343422511,649.860111395003,3721.11691485782,334.283787136622,681.893777489594,791.138502465774,1528.81337073828,427.587104851014,1008.53367797317
